"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","tp_flags"
"CNGA3",1,0,0.00554323725055432,"FALSE"
"LYG1",1,0.142857142857143,0.0229095074455899,"FALSE"
"UBXN4",1,0,0.00433369447453954,"FALSE"
"NXPH2",1,0,0.00761697497279652,"FALSE"
"SPOPL",1,0,0.00325732899022801,"FALSE"
"THSD7B",1,0,0,"FALSE"
"GPR17",1,0,0,"FALSE"
"POLR2D",1,0,0.0334412081984898,"FALSE"
"AMMECR1L",1,0,0,"FALSE"
"GALNT13",1,0,0.00878155872667398,"FALSE"
"PKP4",1,0,0,"FALSE"
"SCN1A",1,0,0,"FALSE"
"SCRN3",1,0,0,"FALSE"
"LNPK",1,0,0,"FALSE"
"ZNF385B",1,0,0,"FALSE"
"TMEFF2",1,0,0.0204962243797195,"FALSE"
"CDCA7",1,0,0,"FALSE"
"DLX1",1,0,0.012972972972973,"FALSE"
"PHOSPHO2",1,0,0.011866235167206,"FALSE"
"GULP1",1,0,0,"FALSE"
"FAM171B",1,0,0,"FALSE"
"HSPD1",1,0,0,"FALSE"
"CCDC150",1,0,0.0331807780320366,"FALSE"
"METTL21A",1,0,0,"FALSE"
"PTH2R",1,0,0,"FALSE"
"CPO",1,0,0,"FALSE"
"NBEAL1",1,0.1,0.0198237885462555,"FALSE"
"SPAG16",1,0,0,"FALSE"
"ABCA12",1,0,0.00217391304347826,"FALSE"
"SUMF1",1,0,0,"FALSE"
"NYAP2",1,0,0.00107296137339056,"FALSE"
"RHBDD1",1,0,0.00882028665931643,"FALSE"
"ACKR3",1,0,0,"FALSE"
"TRPM8",1,0,0,"FALSE"
"HES6",1,0,0.0112485939257593,"FALSE"
"ESPNL",1,0,0.00216450216450216,"FALSE"
"ANKMY1",1,0,0,"FALSE"
"COPS7B",1,0,0,"FALSE"
"CPNE9",1,0,0,"FALSE"
"FANCD2",1,0,0,"FALSE"
"TAMM41",1,0,0,"FALSE"
"VGLL4",1,0,0.00431499460625674,"FALSE"
"RAB5A",1,0,0,"FALSE"
"RETREG2",1,0.05,0.0175438596491228,"FALSE"
"CTDSP1",1,0,0.0075839653304442,"FALSE"
"CNOT9",1,0,0.0111607142857143,"FALSE"
"MARCH4",1,0,0,"FALSE"
"STK11IP",1,0,0,"FALSE"
"GRIP2",1,0,0.0120087336244541,"FALSE"
"EAF1",1,0,0,"FALSE"
"DYNC1LI1",1,0,0,"FALSE"
"RBMS3",1,0,0,"FALSE"
"GADL1",1,0,0.00321543408360129,"FALSE"
"OSBPL10",1,0,0.00221483942414175,"FALSE"
"ACKR2",1,0.0588235294117647,0.0189520624303233,"FALSE"
"FAM198A",1,0,0,"FALSE"
"CSRNP1",1,0,0,"FALSE"
"SLC22A14",1,0,0,"FALSE"
"GOLGA4",1,0,0,"FALSE"
"STAC",1,0,0,"FALSE"
"IQSEC1",1,0,0,"FALSE"
"CAND2",1,0,0.00879120879120879,"FALSE"
"PTPRG",1,0,0.00761697497279652,"FALSE"
"SHQ1",1,0,0,"FALSE"
"SLC25A26",1,0,0,"FALSE"
"UBA3",1,0,0,"FALSE"
"ARL6IP5",1,0,0,"FALSE"
"LRIG1",1,0,0,"FALSE"
"LRTM1",1,0,0.00542888165038002,"FALSE"
"AC073896.1",1,0,0,"FALSE"
"LIMD1",1,0,0,"FALSE"
"ZNF660",1,0,0,"FALSE"
"NFKBIZ",1,0,0,"FALSE"
"COL8A1",1,0,0.00427807486631016,"FALSE"
"NXPE3",1,0,0,"FALSE"
"ADGRG7",1,0,0.00214592274678112,"FALSE"
"PHLDB2",1,0,0,"FALSE"
"ABHD10",1,0,0,"FALSE"
"TAGLN3",1,0,0.0021505376344086,"FALSE"
"PLA1A",1,0,0.00540540540540541,"FALSE"
"RABL3",1,0,0,"FALSE"
"ADPRH",1,0,0.0125714285714286,"FALSE"
"IGSF11",1,0,0.00107296137339056,"FALSE"
"ATG3",1,0,0.00108108108108108,"FALSE"
"NR1I2",1,0,0,"FALSE"
"BOC",1,0,0.00540540540540541,"FALSE"
"SRPRB",1,0,0.00778642936596218,"FALSE"
"EIF2A",1,0,0.0350665054413543,"FALSE"
"ALDH1L1",1,0.0526315789473684,0.0109529025191676,"FALSE"
"OSBPL11",1,0,0,"FALSE"
"TRPC1",1,0,0,"FALSE"
"NCEH1",1,0.0526315789473684,0.0131578947368421,"FALSE"
"SPATA16",1,0,0.00533049040511727,"FALSE"
"FAM86B2",1,0,0.00107874865156419,"FALSE"
"LPP",1,0,0.0209481808158765,"FALSE"
"TMEM44",1,0.0526315789473684,0.0130718954248366,"FALSE"
"RUBCN",1,0,0.00332594235033259,"FALSE"
"AMT",1,0.05,0.00655737704918033,"FALSE"
"NICN1",1,0,0.0032017075773746,"FALSE"
"UCN2",1,0,0,"FALSE"
"DCAF1",1,0.0526315789473684,0.0185185185185185,"FALSE"
"MANF",1,0,0,"FALSE"
"FLJ33534",1,0,0,"FALSE"
"CCDC39",1,0,0,"FALSE"
"STXBP5L",1,0,0.00214822771213749,"FALSE"
"ILDR1",1,0,0.0021551724137931,"FALSE"
"MUC4",1,0,0.00755939524838013,"FALSE"
"EIF2B5",1,0,0.0010752688172043,"FALSE"
"AHSG",1,0,0,"FALSE"
"VWA5B2",1,0.0526315789473684,0.00436681222707424,"FALSE"
"DGKQ",1,0,0,"FALSE"
"FIP1L1",1,0,0,"FALSE"
"SLC26A1",1,0,0,"FALSE"
"LYAR",1,0,0.0244444444444444,"FALSE"
"EPHA5",1,0,0.00546448087431694,"FALSE"
"CORIN",1,0,0,"FALSE"
"ATP10D",1,0,0,"FALSE"
"OCIAD2",1,0,0.023463687150838,"FALSE"
"SLC10A4",1,0,0,"FALSE"
"SLC10A6",1,0,0,"FALSE"
"SCD5",1,0,0.00962566844919786,"FALSE"
"PLAC8",1,0.105263157894737,0.0502793296089385,"FALSE"
"CABS1",1,0,0,"FALSE"
"SNCA",1,0,0.00549450549450549,"FALSE"
"PYURF",1,0,0,"FALSE"
"TBCK",1,0,0,"FALSE"
"CAMK2D",1,0,0,"FALSE"
"CISD2",1,0,0.0295404814004376,"FALSE"
"DDIT4L",1,0,0,"FALSE"
"ANK2",1,0,0.00106382978723404,"FALSE"
"TIFA",1,0,0.0110619469026549,"FALSE"
"SPATA5",1,0,0,"FALSE"
"FABP2",1,0,0,"FALSE"
"CCNA2",1,0,0.00216450216450216,"FALSE"
"METTL14",1,0,0.00863930885529158,"FALSE"
"USP53",1,0,0,"FALSE"
"SETD7",1,0,0,"FALSE"
"NAF1",1,0,0,"FALSE"
"MARCH1",1,0,0,"FALSE"
"SFRP2",1,0,0,"FALSE"
"RPS3A",1,0,0.0110497237569061,"FALSE"
"PDGFC",1,0,0,"FALSE"
"CBR4",1,0,0,"FALSE"
"ROPN1L",1,0,0.00428265524625268,"FALSE"
"NDUFS6",1,0.0555555555555556,0.00677200902934537,"FALSE"
"MARCH6",1,0,0.00221483942414175,"FALSE"
"CDH18",1,0,0,"FALSE"
"ADAMTS16",1,0,0,"FALSE"
"SRD5A1",1,0,0.0032258064516129,"FALSE"
"OTULINL",1,0.0555555555555556,0.0146067415730337,"FALSE"
"RPL37",1,0,0.00427807486631016,"FALSE"
"SKP2",1,0,0.00537056928034372,"FALSE"
"OSMR",1,0,0,"FALSE"
"UGT3A1",1,0,0.00996677740863787,"FALSE"
"PLK2",1,0,0.00544069640914037,"FALSE"
"SHISAL2B",1,0,0,"FALSE"
"GZMA",1,0,0,"FALSE"
"PIK3R1",1,0,0.00995575221238938,"FALSE"
"HAPLN1",1,0,0.00213903743315508,"FALSE"
"LHFPL2",1,0,0,"FALSE"
"SSBP2",1,0,0.00650759219088937,"FALSE"
"ANKRD31",1,0.0526315789473684,0.00542888165038002,"FALSE"
"CRHBP",1,0,0.0145903479236813,"FALSE"
"RASA1",1,0,0,"FALSE"
"LIX1",1,0,0,"FALSE"
"PPIP5K2",1,0,0,"FALSE"
"PAM",1,0,0,"FALSE"
"BDP1",1,0,0.0153677277716795,"FALSE"
"GTF2H2",1,0,0,"FALSE"
"BTF3",1,0,0.0121951219512195,"FALSE"
"FBXL17",1,0,0,"FALSE"
"SPATA9",1,0,0.0231749710312862,"FALSE"
"TSLP",1,0,0.0021505376344086,"FALSE"
"TNFAIP8",1,0,0.00327868852459016,"FALSE"
"FEM1C",1,0,0.00858369098712446,"FALSE"
"COMMD10",1,0,0.00871459694989107,"FALSE"
"ATG12",1,0,0.00319488817891374,"FALSE"
"MEGF10",1,0,0,"FALSE"
"ADAMTS19",1,0,0.00212539851222104,"FALSE"
"ARHGAP26",1,0,0.00322927879440258,"FALSE"
"CXCL14",1,0,0.00217155266015201,"FALSE"
"SLC25A48",1,0,0.0165380374862183,"FALSE"
"DDX46",1,0,0,"FALSE"
"CDKN2AIPNLP2",1,0,0,"FALSE"
"TIMD4",1,0,0,"FALSE"
"RNF145",1,0,0,"FALSE"
"C1QTNF2",1,0,0.0108813928182807,"FALSE"
"GABRA6",1,0,0.014207650273224,"FALSE"
"GABRB2",1,0,0,"FALSE"
"FBXO38",1,0,0,"FALSE"
"SPINK7",1,0,0,"FALSE"
"PCYOX1L",1,0,0.00214132762312634,"FALSE"
"GLRA1",1,0,0,"FALSE"
"TNIP1",1,0,0.0224971878515186,"FALSE"
"G3BP1",1,0,0.00107642626480086,"FALSE"
"N4BP3",1,0,0.0162513542795233,"FALSE"
"NHP2",1,0,0.00855614973262032,"FALSE"
"RMND5B",1,0,0.00321199143468951,"FALSE"
"BOD1",1,0,0,"FALSE"
"CPLX2",1,0,0.0021505376344086,"FALSE"
"KCNMB1",1,0,0,"FALSE"
"FAM50B",1,0,0,"FALSE"
"MYLK4",1,0,0.00323974082073434,"FALSE"
"FAM217A",1,0,0,"FALSE"
"TBC1D7",1,0,0,"FALSE"
"FARS2",1,0,0,"FALSE"
"GFOD1",1,0.0526315789473684,0.012972972972973,"FALSE"
"PCDHB18P",1,0,0,"FALSE"
"PSD2",1,0,0.00764192139737991,"FALSE"
"ZMAT2",1,0.0526315789473684,0.00109051254089422,"FALSE"
"GFRA3",1,0,0,"FALSE"
"SLC17A4",1,0,0.00437636761487965,"FALSE"
"KAAG1",1,0,0,"FALSE"
"TRIM7",1,0,0,"FALSE"
"TRIM41",1,0,0.00659340659340659,"FALSE"
"HIGD2A",1,0.125,0.0557575757575758,"FALSE"
"FAM193B",1,0.05,0.0055005500550055,"FALSE"
"PLA2G7",1,0,0,"FALSE"
"TNFRSF21",1,0,0,"FALSE"
"RNF44",1,0,0,"FALSE"
"MUT",1,0,0,"FALSE"
"RASGEF1C",1,0,0,"FALSE"
"ABT1",1,0,0.0168918918918919,"FALSE"
"PPP1R18",1,0,0.0178372352285396,"FALSE"
"DAAM2",1,0,0.00106951871657754,"FALSE"
"HMGCLL1",1,0,0.00449943757030371,"FALSE"
"FGD2",1,0,0.0141304347826087,"FALSE"
"SCUBE3",1,0,0,"FALSE"
"ANO7",1,0,0.00216450216450216,"FALSE"
"CRIP3",1,0,0,"FALSE"
"TTBK1",1,0,0.00321888412017167,"FALSE"
"TCTE1",1,0,0,"FALSE"
"RPL7L1",1,0,0,"FALSE"
"TPBG",1,0,0,"FALSE"
"IRAK1BP1",1,0,0,"FALSE"
"PRSS35",1,0,0,"FALSE"
"FAXC",1,0,0,"FALSE"
"GABRR1",1,0.0526315789473684,0.00219058050383352,"FALSE"
"PNRC1",1,0,0,"FALSE"
"RARS2",1,0,0,"FALSE"
"CLVS2",1,0,0,"FALSE"
"GPR6",1,0,0.00109289617486339,"FALSE"
"RNF217",1,0,0,"FALSE"
"ARHGAP18",1,0,0,"FALSE"
"TAAR2",1,0,0,"FALSE"
"TAAR6",1,0,0,"FALSE"
"TAAR8",1,0,0.00216450216450216,"FALSE"
"ABRACL",1,0,0.00970873786407767,"FALSE"
"TAAR1",1,0,0.00428724544480171,"FALSE"
"SLC18B1",1,0,0.00537056928034372,"FALSE"
"MTFR2",1,0,0,"FALSE"
"SLC2A12",1,0,0,"FALSE"
"AIG1",1,0,0.00108932461873638,"FALSE"
"DYNLT1",1,0,0.00650759219088937,"FALSE"
"TIAM2",1,0,0.00761697497279652,"FALSE"
"WTAP",1,0,0,"FALSE"
"VIP",1,0,0.0010752688172043,"FALSE"
"ARMT1",1,0,0,"FALSE"
"SLC22A3",1,0.05,0.0134983127109111,"FALSE"
"LINC01558",1,0,0.00213219616204691,"FALSE"
"VWDE",1,0,0,"FALSE"
"C7orf50",1,0,0,"FALSE"
"SDK1",1,0,0.0109051254089422,"FALSE"
"WASH2P",1,0,0,"FALSE"
"CCZ1B",1,0,0,"FALSE"
"C7orf26",1,0,0.00322927879440258,"FALSE"
"CREB5",1,0,0.00657174151150055,"FALSE"
"FERD3L",1,0,0,"FALSE"
"EGFR",1,0,0,"FALSE"
"LINC00525",1,0,0,"FALSE"
"CDCA5",1,0,0.00322234156820623,"FALSE"
"PURB",1,0,0,"FALSE"
"AC004453.1",1,0,0.0261723009814613,"FALSE"
"IGFBP1",1,0,0,"FALSE"
"SSC4D",1,0,0,"FALSE"
"MDH2",1,0,0,"FALSE"
"POMZP3",1,0,0.0254424778761062,"FALSE"
"AC211486.1",1,0,0.0229508196721311,"FALSE"
"NIPSNAP2",1,0,0,"FALSE"
"PSPH",1,0,0,"FALSE"
"TRIM50",1,0,0,"FALSE"
"ATXN7L1",1,0,0,"FALSE"
"ASB15",1,0,0,"FALSE"
"C7orf43",1,0,0,"FALSE"
"SLC12A9",1,0,0.00876232201533406,"FALSE"
"GIGYF1",1,0,0.00107991360691145,"FALSE"
"TRIM4",1,0,0.0108342361863489,"FALSE"
"MEPCE",1,0,0,"FALSE"
"ZAN",1,0,0,"FALSE"
"AGBL3",1,0,0.00538793103448276,"FALSE"
"STRA8",1,0,0,"FALSE"
"ZC3HAV1L",1,0,0.00763358778625954,"FALSE"
"TLK2",1,0,0,"FALSE"
"EPHA1",1,0,0,"FALSE"
"NOM1",1,0,0,"FALSE"
"CNPY1",1,0,0,"FALSE"
"NCAPG2",1,0,0.00868621064060804,"FALSE"
"ASB10",1,0,0,"FALSE"
"NLGN4X",1,0,0,"FALSE"
"RAB19",1,0,0,"FALSE"
"LUC7L2",1,0,0,"FALSE"
"CLTRN",1,0,0,"FALSE"
"SH3KBP1",1,0,0.00429645542427497,"FALSE"
"TMEM47",1,0,0,"FALSE"
"LANCL3",1,0,0,"FALSE"
"SYTL5",1,0,0,"FALSE"
"KDM6A",1,0,0,"FALSE"
"SPIN2A",1,0,0.0176991150442478,"FALSE"
"AKAP4",1,0.05,0.0130576713819369,"FALSE"
"HDAC8",1,0,0,"FALSE"
"SLC16A2",1,0,0.00107296137339056,"FALSE"
"CXorf36",1,0,0.00855614973262032,"FALSE"
"ZNF157",1,0,0,"FALSE"
"ZNF182",1,0,0,"FALSE"
"CHST7",1,0,0.00107642626480086,"FALSE"
"NDUFB11",1,0,0,"FALSE"
"ZNF41",1,0,0.0120481927710843,"FALSE"
"RAB41",1,0,0.00108108108108108,"FALSE"
"ZMYM3",1,0,0,"FALSE"
"TAF1",1,0.05,0.00219058050383352,"FALSE"
"GPR174",1,0,0.0151679306608884,"FALSE"
"NONO",1,0,0,"FALSE"
"CCDC120",1,0,0.0155555555555556,"FALSE"
"AWAT2",1,0.05,0.0134228187919463,"FALSE"
"OGT",1,0,0,"FALSE"
"ITGB1BP2",1,0,0,"FALSE"
"IL2RG",1,0,0,"FALSE"
"GCNA",1,0,0,"FALSE"
"ZNF711",1,0,0.0106837606837607,"FALSE"
"CPXCR1",1,0,0.00322234156820623,"FALSE"
"NXF3",1,0,0,"FALSE"
"RIPPLY1",1,0,0,"FALSE"
"PRPS1",1,0,0,"FALSE"
"CXorf57",1,0,0,"FALSE"
"HTR2C",1,0,0.00664451827242525,"FALSE"
"IGSF1",1,0,0.00321199143468951,"FALSE"
"ARHGAP36",1,0,0.00556792873051225,"FALSE"
"GPC3",1,0.0526315789473684,0.00332963374028857,"FALSE"
"GPR119",1,0,0,"FALSE"
"RBMX",1,0,0.00761697497279652,"FALSE"
"MCPH1",1,0,0,"FALSE"
"MFHAS1",1,0,0,"FALSE"
"FBXO25",1,0,0,"FALSE"
"FATE1",1,0,0.0136476426799007,"FALSE"
"MAGEA4",1,0,0.00646551724137931,"FALSE"
"NSDHL",1,0,0.0259593679458239,"FALSE"
"ZNF185",1,0,0,"FALSE"
"CETN2",1,0,0.00426894343649947,"FALSE"
"RPL10",1,0,0,"FALSE"
"CSGALNACT1",1,0,0.00968783638320775,"FALSE"
"ATP6V1B2",1,0,0,"FALSE"
"CCDC25",1,0,0.00649350649350649,"FALSE"
"HMBOX1",1,0,0.00539374325782093,"FALSE"
"CHRNB3",1,0,0.00323275862068966,"FALSE"
"CHRNA6",1,0,0,"FALSE"
"GNRH1",1,0,0,"FALSE"
"BIN3",1,0,0,"FALSE"
"DOK2",1,0,0.00638297872340425,"FALSE"
"SLC25A37",1,0,0,"FALSE"
"CHMP7",1,0,0,"FALSE"
"STAR",1,0,0,"FALSE"
"PLPBP",1,0,0,"FALSE"
"ERLIN2",1,0,0.0208333333333333,"FALSE"
"SNTG1",1,0,0,"FALSE"
"PXDNL",1,0,0,"FALSE"
"ST18",1,0,0.0010752688172043,"FALSE"
"RGS20",1,0,0,"FALSE"
"TACC1",1,0,0.0108932461873638,"FALSE"
"GOLGA7",1,0,0,"FALSE"
"PLPP5",1,0,0.00429645542427497,"FALSE"
"NSD3",1,0,0.00432900432900433,"FALSE"
"DNAJC5B",1,0,0,"FALSE"
"CRH",1,0,0.00213447171824973,"FALSE"
"TRIM55",1,0,0.00444938820912125,"FALSE"
"ADHFE1",1,0,0,"FALSE"
"MRPS28",1,0,0.00646551724137931,"FALSE"
"PMP2",1,0,0,"FALSE"
"LACTB2",1,0,0,"FALSE"
"TERF1",1,0,0.0266075388026608,"FALSE"
"SLC26A7",1,0,0.00325379609544469,"FALSE"
"ATP6V0D2",1,0,0.00546448087431694,"FALSE"
"SYBU",1,0,0.0230515916575192,"FALSE"
"MTDH",1,0,0,"FALSE"
"EBAG9",1,0,0,"FALSE"
"POLR2K",1,0,0,"FALSE"
"MAL2",1,0,0.00860215053763441,"FALSE"
"EIF3H",1,0,0.00213675213675214,"FALSE"
"UTP23",1,0,0.00216919739696312,"FALSE"
"NDUFB9",1,0,0,"FALSE"
"TATDN1",1,0,0,"FALSE"
"GSDMC",1,0,0.00327510917030568,"FALSE"
"FAM135B",1,0,0.00216450216450216,"FALSE"
"TTTY7",1,0,0.00870511425462459,"FALSE"
"TTTY7B",1,0.05,0.00545851528384279,"FALSE"
"ZNF7",1,0,0,"FALSE"
"ARHGAP39",1,0,0,"FALSE"
"NAPRT",1,0.1,0.0464601769911504,"FALSE"
"VLDLR",1,0,0,"FALSE"
"AK3",1,0,0,"FALSE"
"UHRF2",1,0,0.00213903743315508,"FALSE"
"CER1",1,0,0,"FALSE"
"PLIN2",1,0,0.00327153762268266,"FALSE"
"IFNA5",1,0,0.00538213132400431,"FALSE"
"CDKN2B",1,0.05,0.00323624595469256,"FALSE"
"IFNA16",1,0,0.00644468313641246,"FALSE"
"CDKN2A",1,0,0,"FALSE"
"IFNK",1,0,0,"FALSE"
"ZCCHC7",1,0,0.00216450216450216,"FALSE"
"FBXO10",1,0,0.00434782608695652,"FALSE"
"SIGMAR1",1,0,0.00320855614973262,"FALSE"
"CBWD5",1,0,0,"FALSE"
"NTRK2",1,0,0,"FALSE"
"SHC3",1,0,0,"FALSE"
"AUH",1,0,0.00427807486631016,"FALSE"
"MFSD14B",1,0,0.00214132762312634,"FALSE"
"C9orf3",1,0,0.0425790754257908,"FALSE"
"PLPPR1",1,0,0,"FALSE"
"OR13C4",1,0,0,"FALSE"
"ZNF462",1,0,0.00221975582685905,"FALSE"
"INIP",1,0,0,"FALSE"
"UGCG",1,0,0,"FALSE"
"ACTL7B",1,0,0,"FALSE"
"STOM",1,0,0.00324324324324324,"FALSE"
"GSN",1,0.1,0.0087527352297593,"FALSE"
"NR6A1",1,0,0.00321888412017167,"FALSE"
"CRB2",1,0,0.0174672489082969,"FALSE"
"OR5C1",1,0,0,"FALSE"
"ALAD",1,0,0.00328947368421053,"FALSE"
"ASTN2",1,0,0,"FALSE"
"POLE3",1,0,0,"FALSE"
"SURF4",1,0,0.00436205016357688,"FALSE"
"GBGT1",1,0,0,"FALSE"
"SURF1",1,0,0,"FALSE"
"SURF2",1,0,0,"FALSE"
"SURF6",1,0,0.00218579234972678,"FALSE"
"REXO4",1,0,0,"FALSE"
"RPL7A",1,0,0,"FALSE"
"ASB6",1,0,0,"FALSE"
"PTGES2",1,0,0.00431965442764579,"FALSE"
"NTMT1",1,0,0.00755939524838013,"FALSE"
"CIZ1",1,0,0.008859357696567,"FALSE"
"MIGA2",1,0,0,"FALSE"
"PTGES",1,0,0,"FALSE"
"LCN2",1,0,0.00649350649350649,"FALSE"
"GPR107",1,0,0,"FALSE"
"PAXX",1,0,0,"FALSE"
"IDI2",1,0,0,"FALSE"
"INPP5E",1,0,0.00217391304347826,"FALSE"
"LCN9",1,0,0.00886917960088692,"FALSE"
"DPH7",1,0,0,"FALSE"
"NOTCH1",1,0,0.00336322869955157,"FALSE"
"CACNA1B",1,0,0,"FALSE"
"NACC2",1,0,0,"FALSE"
"PROSER2",1,0,0.00879120879120879,"FALSE"
"COMMD3",1,0,0.00662251655629139,"FALSE"
"MSRB2",1,0,0.0260180995475113,"FALSE"
"PDSS1",1,0,0,"FALSE"
"FAM171A1",1,0,0,"FALSE"
"MINDY3",1,0,0.00805523590333717,"FALSE"
"TMEM236",1,0,0.00319829424307036,"FALSE"
"RSU1",1,0.05,0.00863930885529158,"FALSE"
"ST8SIA6",1,0,0,"FALSE"
"PARD3",1,0.0526315789473684,0.0198598130841121,"FALSE"
"ZEB1",1,0,0,"FALSE"
"FAM13C",1,0,0,"FALSE"
"NRBF2",1,0,0.00219058050383352,"FALSE"
"A1CF",1,0,0,"FALSE"
"LRIT1",1,0,0,"FALSE"
"HERC4",1,0,0,"FALSE"
"LRMDA",1,0.05,0.00107066381156317,"FALSE"
"CAMK2G",1,0,0,"FALSE"
"ADIRF",1,0,0.00549450549450549,"FALSE"
"GLUD1",1,0,0,"FALSE"
"ANKRD1",1,0,0.00440528634361234,"FALSE"
"HTR7",1,0,0,"FALSE"
"RPP30",1,0,0,"FALSE"
"FRA10AC1",1,0,0,"FALSE"
"HABP2",1,0,0.00446428571428571,"FALSE"
"DNAJB12",1,0,0.00107296137339056,"FALSE"
"EIF4EBP2",1,0,0.00443458980044346,"FALSE"
"NPFFR1",1,0,0.00106951871657754,"FALSE"
"PLEKHS1",1,0,0,"FALSE"
"TCF7L2",1,0,0,"FALSE"
"INA",1,0,0.0283533260632497,"FALSE"
"FUOM",1,0,0,"FALSE"
"LRRC27",1,0,0.0010752688172043,"FALSE"
"MTG1",1,0,0.0183696900114811,"FALSE"
"NKX6.2",1,0,0,"FALSE"
"PAOX",1,0,0,"FALSE"
"GSTO1",1,0,0.00429184549356223,"FALSE"
"TAF5",1,0,0.00864864864864865,"FALSE"
"PPRC1",1,0,0.0134680134680135,"FALSE"
"ITPRIP",1,0,0.00429184549356223,"FALSE"
"CNNM2",1,0,0,"FALSE"
"PDCD11",1,0,0,"FALSE"
"ADAM12",1,0,0,"FALSE"
"RGS10",1,0,0,"FALSE"
"ADM",1,0,0,"FALSE"
"GAS2",1,0,0.00853788687299893,"FALSE"
"SLC5A12",1,0,0,"FALSE"
"LIN7C",1,0,0,"FALSE"
"LRRC4C",1,0,0.00107642626480086,"FALSE"
"IMMP1L",1,0,0.00545851528384279,"FALSE"
"SAA4",1,0,0.00547045951859956,"FALSE"
"PGAP2",1,0,0.0120087336244541,"FALSE"
"TUT1",1,0,0.0131147540983607,"FALSE"
"SCGB1A1",1,0,0.00557413600891862,"FALSE"
"SYT8",1,0,0,"FALSE"
"HSD17B12",1,0,0.00329308452250274,"FALSE"
"PAMR1",1,0,0.0172786177105832,"FALSE"
"DGKZ",1,0,0,"FALSE"
"EIF3M",1,0,0,"FALSE"
"TNKS1BP1",1,0,0.00107991360691145,"FALSE"
"GLYAT",1,0,0,"FALSE"
"SERPING1",1,0.1,0.0132304299889746,"FALSE"
"OR5F1",1,0,0,"FALSE"
"SSRP1",1,0,0,"FALSE"
"PTPRJ",1,0,0,"FALSE"
"ARFGAP2",1,0,0,"FALSE"
"HIKESHI",1,0,0.0032258064516129,"FALSE"
"CCDC81",1,0,0.00760043431053203,"FALSE"
"SESN3",1,0,0.0140997830802603,"FALSE"
"ENDOD1",1,0,0,"FALSE"
"CCDC82",1,0,0,"FALSE"
"KLHL35",1,0,0,"FALSE"
"TENM4",1,0,0.00544069640914037,"FALSE"
"SERPINH1",1,0,0,"FALSE"
"CAPN5",1,0,0,"FALSE"
"PAK1",1,0,0,"FALSE"
"RPS3",1,0.0526315789473684,0.00759219088937093,"FALSE"
"ZC3H12C",1,0,0,"FALSE"
"TTC12",1,0,0,"FALSE"
"NCAM1",1,0,0,"FALSE"
"C11orf52",1,0.0526315789473684,0.00871459694989107,"FALSE"
"HTR3B",1,0,0.00217627856365615,"FALSE"
"NPAT",1,0,0,"FALSE"
"ATM",1,0,0.0055005500550055,"FALSE"
"AASDHPPT",1,0,0.0111234705228031,"FALSE"
"LAMTOR1",1,0,0,"FALSE"
"P4HA3",1,0,0.00320855614973262,"FALSE"
"GRIK4",1,0,0.00434310532030402,"FALSE"
"ST14",1,0,0,"FALSE"
"GGTLC1",1,0,0.0139186295503212,"FALSE"
"C20orf78",1,0.05,0.00106837606837607,"FALSE"
"ADAM33",1,0,0.00799086757990868,"FALSE"
"SLC22A8",1,0,0.00214592274678112,"FALSE"
"KAT14",1,0,0.015233949945593,"FALSE"
"TKFC",1,0,0.00212314225053079,"FALSE"
"TMEM138",1,0,0,"FALSE"
"FADS1",1,0,0.00326441784548422,"FALSE"
"TMC2",1,0,0,"FALSE"
"ROM1",1,0,0.00327868852459016,"FALSE"
"EML3",1,0,0.0021551724137931,"FALSE"
"INCENP",1,0,0,"FALSE"
"ZP1",1,0,0,"FALSE"
"OOSP2",1,0,0,"FALSE"
"MS4A3",1,0,0.00992282249173098,"FALSE"
"PLCH2",1,0,0,"FALSE"
"FRG1BP",1,0,0,"FALSE"
"CPSF7",1,0,0.00764192139737991,"FALSE"
"B3GAT3",1,0,0,"FALSE"
"EI24",1,0,0.00330760749724366,"FALSE"
"CCDC15",1,0,0.00657174151150055,"FALSE"
"CHEK1",1,0,0.0109649122807018,"FALSE"
"FEZ1",1,0,0,"FALSE"
"ESAM",1,0,0,"FALSE"
"MPZL2",1,0,0,"FALSE"
"SCN2B",1,0,0,"FALSE"
"TAGLN",1,0,0.00763358778625954,"FALSE"
"DUSP15",1,0,0.00541711809317443,"FALSE"
"COMMD7",1,0,0,"FALSE"
"C20orf144",1,0,0,"FALSE"
"KIAA1755",1,0,0.00213447171824973,"FALSE"
"SPATA25",1,0,0,"FALSE"
"OCSTAMP",1,0,0.00645855758880517,"FALSE"
"DSN1",1,0,0,"FALSE"
"SOGA1",1,0,0,"FALSE"
"CNBD2",1,0,0.0238870792616721,"FALSE"
"SPINT4",1,0,0.00987925356750823,"FALSE"
"LINC00266.1",1,0,0,"FALSE"
"LSM14B",1,0,0,"FALSE"
"YTHDF1",1,0,0.00977198697068404,"FALSE"
"CABLES2",1,0,0,"FALSE"
"LTO1",1,0,0.00650054171180932,"FALSE"
"GPHA2",1,0,0,"FALSE"
"SLC22A9",1,0,0,"FALSE"
"NUDT22",1,0,0,"FALSE"
