"","pvalues","AMPLIFIED_MUTATED/(AMPLIFIED_MUTATED+AMPLIFIED_WT)","NON_AMPLIFIED_MUTATED/(NON_AMPLIFIED_MUTATED+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"FCGBP",1,0.0645161290322581,0.0704354189535309,"(4,385,58,5081)","TRUE","847/5986 (0.141496825927163)",1
"FLG2",1,0.0491803278688525,0.0513533555802744,"(3,277,58,5117)","TRUE","693/5868 (0.118098159509202)",1
"FMN2",1,0.0491803278688525,0.0491925004640802,"(3,265,58,5122)","TRUE","710/5890 (0.120543293718166)",1
"IGSF10",1,0.0483870967741935,0.0564826700898588,"(3,308,59,5145)","TRUE","611/5815 (0.105073086844368)",1
"LAMA3",1,0.0491803278688525,0.050249399593571,"(3,272,58,5141)","TRUE","607/5806 (0.104547020323803)",1
"NEB",1,0.131147540983607,0.141154111955771,"(8,817,53,4971)","TRUE","1556/6580 (0.236474164133739)",1
"PIK3CA",1,0.147540983606557,0.149917928141528,"(9,822,52,4661)","TRUE","1653/6366 (0.259660697455231)",1
"RIMS2",1,0.0491803278688525,0.0485544848035582,"(3,262,58,5134)","TRUE","615/5807 (0.105906664370587)",1
"ROS1",1,0.0645161290322581,0.0635647554497161,"(4,347,58,5112)","TRUE","667/5837 (0.114271029638513)",1
"RP1L1",1,0.0491803278688525,0.0536999446392323,"(3,291,58,5128)","TRUE","678/5864 (0.115620736698499)",1
"SRCAP",1,0.0491803278688525,0.0522332964193429,"(3,283,58,5135)","TRUE","602/5795 (0.10388265746333)",1
"SYNE2",1,0.0967741935483871,0.104352479486265,"(6,585,56,5021)","TRUE","1120/6197 (0.180732612554462)",1
"TNR",1,0.0327868852459016,0.0433327134089641,"(2,233,59,5144)","TRUE","606/5809 (0.104320881390945)",1
"USH2A",1,0.126984126984127,0.138342696629213,"(8,788,55,4908)","TRUE","1849/6812 (0.271432765707575)",1
"VCAN",1,0.0645161290322581,0.0750816104461371,"(4,414,58,5100)","TRUE","865/6023 (0.143616138137141)",1
"VPS13B",1,0.0645161290322581,0.0668609947167061,"(4,367,58,5122)","TRUE","813/5993 (0.135658267979309)",1
"XIRP2",1,0.112903225806452,0.118502749689551,"(7,668,55,4969)","TRUE","1485/6509 (0.228145644492242)",1
"TACC2",1,0.0483870967741935,0.0532620715075562,"(3,289,59,5137)","TRUE","582/5778 (0.100726895119418)",1
