"","pvalues","AMPLIFIED_MUTATED/(AMPLIFIED_MUTATED+AMPLIFIED_WT)","NON_AMPLIFIED_MUTATED/(NON_AMPLIFIED_MUTATED+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"FNDC3B",1,0,0,"(NA,NA,1,24)","TRUE","5/30 (0.166666666666667)",1
"FOSL2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"FRYL",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"TMEM131",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"WDR62",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"SEC31B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"KLHL20",1,0,0,"(NA,NA,1,24)","TRUE","5/30 (0.166666666666667)",1
"PLXNA2",1,0,0.16,"(NA,4,1,21)","TRUE","6/28 (0.214285714285714)",1
"ACACB",1,0,0.12,"(NA,3,1,22)","TRUE","5/28 (0.178571428571429)",1
"CAMSAP3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"RAP1GAP",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"XAB2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"DGKD",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"TOP2B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"PPP1R12B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"DNAJC10",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"GTF3C1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"USP33",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"SMC1B",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"MAP2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"ARAF",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"MLLT10",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"TNRC6C",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","6/30 (0.2)",1
"MYH7B",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"CDH17",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"MKNK1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"DNM2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"RIMS1",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"RIF1",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","6/28 (0.214285714285714)",1
"SMARCA2",1,0,0,"(NA,NA,1,24)","TRUE","5/30 (0.166666666666667)",1
"IGSF9B",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","7/31 (0.225806451612903)",1
"AFP",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"CDH7",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"IMPG2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"MEF2C",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"LRP2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","10/33 (0.303030303030303)",1
"PGR",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"COL19A1",1,0,0.125,"(NA,3,1,21)","TRUE","7/30 (0.233333333333333)",1
"EPB41L3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"GEMIN5",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"KAT6A",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","6/30 (0.2)",1
"TNPO1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"NOA1",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"REST",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"COL16A1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"APOB",1,0,0.2,"(NA,5,1,20)","TRUE","9/31 (0.290322580645161)",1
"BCORL1",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","3/26 (0.115384615384615)",1
"MECOM",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","5/27 (0.185185185185185)",1
"WDR47",1,0,0.08,"(NA,2,1,23)","TRUE","4/28 (0.142857142857143)",1
"MAP3K4",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"ZNF213",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"CTTN",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"POMGNT1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"NFX1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"MYBPC2",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","4/26 (0.153846153846154)",1
"TRIP6",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"GNAO1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"ADD1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"NID2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"GNAS",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/29 (0.172413793103448)",1
"DNM1L",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"RFX2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"GNA11",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"REM1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"EPB41L1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"DOCK3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"ARHGAP28",1,0,0,"(NA,NA,1,24)","TRUE","5/30 (0.166666666666667)",1
"SIGLEC1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"SLC4A11",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","4/26 (0.153846153846154)",1
"ZNF343",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"XRN2",1,0,0.125,"(NA,3,1,21)","TRUE","5/27 (0.185185185185185)",1
"ESF1",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","8/29 (0.275862068965517)",1
"KIF16B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"ZNF302",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"HEPH",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"GMIP",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"ZBTB25",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","3/25 (0.12)",1
"RCOR1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"SI",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","7/30 (0.233333333333333)",1
"ZNF268",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"AARS",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"KIF4A",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"NLRC4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"LAMB4",1,0,0.125,"(NA,3,1,21)","TRUE","5/28 (0.178571428571429)",1
"LAMB1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"SLC26A4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"WDR7",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"RAPGEF4",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"MYO15A",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"NLRP1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"MYH7",1,0,0.2,"(NA,5,1,20)","TRUE","7/29 (0.241379310344828)",1
"SLC7A8",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"TRPM7",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","6/30 (0.2)",1
"TEKT2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"UNC13D",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ECHDC1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"SUCO",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"MSH2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"HOOK2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"BTAF1",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"TDRD1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","7/31 (0.225806451612903)",1
"MYO3A",1,0,0.125,"(NA,3,1,21)","TRUE","7/30 (0.233333333333333)",1
"HIVEP1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"ITPR3",1,0,0.346153846153846,"(NA,9,1,17)","TRUE","8/29 (0.275862068965517)",1
"DSP",1,0,0.125,"(NA,3,1,21)","TRUE","9/31 (0.290322580645161)",1
"CDC7",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"ABLIM1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"POLRMT",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"ZDHHC8",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"KLHL22",1,0,0,"(NA,NA,1,24)","TRUE","5/30 (0.166666666666667)",1
"MMP11",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"SEC14L3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"CARD10",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"LRP5L",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"HIRA",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","3/25 (0.12)",1
"GCAT",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"MICALL1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"TTC28",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"TCF20",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"PPP6R2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"MCM5",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"MTMR3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"MIEF1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"MYH9",1,0,0.269230769230769,"(NA,7,1,19)","TRUE","9/31 (0.290322580645161)",1
"FOXRED2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"TNRC6B",1,0,0.125,"(NA,3,1,21)","TRUE","9/31 (0.290322580645161)",1
"EP300",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"CERK",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ZBED4",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"RBM23",1,0,0.125,"(NA,3,1,21)","TRUE","3/25 (0.12)",1
"KIAA0586",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"DAAM1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"SIX4",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"SLC8A3",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"CHD8",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","6/28 (0.214285714285714)",1
"DCAF11",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"TM9SF1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"SEC23A",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"NINL",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"SGK2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"NFATC2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"NELFCD",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"TCFL5",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","4/26 (0.153846153846154)",1
"GMEB2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"CDC25B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"SEL1L2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"HM13",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"CDH20",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","7/31 (0.225806451612903)",1
"ADNP2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/29 (0.172413793103448)",1
"USP14",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"MYOM1",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"CEP192",1,0,0.125,"(NA,3,1,21)","TRUE","9/32 (0.28125)",1
"LAMA1",1,0,0.291666666666667,"(NA,7,1,17)","TRUE","10/30 (0.333333333333333)",1
"RBBP8",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"MXRA5",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"POLA1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"MID1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"XIAP",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"LUZP4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"USP11",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"ITIH6",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"KPNA3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"FLT1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"VWA8",1,0,0,"(NA,NA,1,24)","TRUE","6/31 (0.193548387096774)",1
"DGKH",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"PHKB",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"CENPT",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"ZNF423",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","8/28 (0.285714285714286)",1
"TSC2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"ZNF500",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"LMF1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"UBFD1",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","3/25 (0.12)",1
"EARS2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"XYLT1",1,0,0.192307692307692,"(NA,5,1,21)","TRUE","4/28 (0.142857142857143)",1
"RPGRIP1L",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"TMC5",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"CCP110",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"TTC23",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"HOMER2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"ZNF106",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"CEP152",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"DMXL2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"VPS18",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"RP1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","8/31 (0.258064516129032)",1
"ESRP1",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","3/25 (0.12)",1
"TRPS1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"UBR5",1,0,0,"(NA,NA,1,24)","TRUE","7/32 (0.21875)",1
"MAP4K1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"DOT1L",1,0,0.125,"(NA,3,1,21)","TRUE","3/25 (0.12)",1
"TRMT1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"KIR3DX1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"LILRB1",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"IL27RA",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"PPP6R1",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"ILVBL",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"MYH14",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"ZNRF4",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"GRIN2D",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"HAS1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"RASIP1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"PPP2R1A",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"PRPF31",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"JAK3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ISYNA1",1,0,0.115384615384615,"(NA,3,1,23)","TRUE","3/27 (0.111111111111111)",1
"KXD1",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"ZNF14",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"SIPA1L3",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"DNAH11",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","10/32 (0.3125)",1
"MET",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"VIPR2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"COBL",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ZKSCAN1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"WASL",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"NOBOX",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"EZH2",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"ZNF862",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"POU6F2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"GLI3",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"URGCP",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"AEBP1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","7/31 (0.225806451612903)",1
"FKTN",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"CNTNAP3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"PRUNE2",1,0,0.16,"(NA,4,1,21)","TRUE","6/29 (0.206896551724138)",1
"DOCK8",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"KANK1",1,0,0.16,"(NA,4,1,21)","TRUE","5/28 (0.178571428571429)",1
"LHX3",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"RAPGEF1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"APBA1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"ABCA2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"DNMBP",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"RAB11FIP2",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"CUBN",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","10/33 (0.303030303030303)",1
"SEC23IP",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","4/26 (0.153846153846154)",1
"UNC5B",1,0,0.125,"(NA,3,1,21)","TRUE","3/25 (0.12)",1
"CDH23",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"GBF1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ARHGAP21",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"ANKRD26",1,0,0.16,"(NA,4,1,21)","TRUE","9/31 (0.290322580645161)",1
"LARP4B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"DKK1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"KRT23",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"CASC3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"RAPGEFL1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"INTS2",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"KAT2A",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"EZH1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"COL1A1",1,0,0.125,"(NA,3,1,21)","TRUE","3/25 (0.12)",1
"MYH1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"TMEM104",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"VTN",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"PHF12",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"UGT2B10",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"KIAA1211",1,0,0.125,"(NA,3,1,21)","TRUE","8/30 (0.266666666666667)",1
"NFKB1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"TBC1D19",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"SNX25",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"LRP2BP",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"UFSP2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"PPARGC1A",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"DDX25",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"TECTA",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/29 (0.172413793103448)",1
"VWA5A",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"LPXN",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"CBL",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"HIPK3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"TCIRG1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"EXPH5",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","8/31 (0.258064516129032)",1
"VWF",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"PPFIBP1",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","4/25 (0.16)",1
"ASIC1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"METAP2",1,0,0.08,"(NA,2,1,23)","TRUE","3/27 (0.111111111111111)",1
"TRPV4",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","7/29 (0.241379310344828)",1
"CUX2",1,0,0.08,"(NA,2,1,23)","TRUE","9/33 (0.272727272727273)",1
"SH2B3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
