"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"SLIT3",0.424418210957255,0.0434782608695652,0.0229095074455899,"(1,20,22,853)","TRUE","149/1056 (0.141098484848485)",1
"PLXNA1",0.427966885048271,0.04,0.0212514757969303,"(1,18,24,829)","TRUE","166/1067 (0.155576382380506)",1
"CNTRL",0.432021654749064,0.125,0.0789177001127396,"(3,70,21,817)","TRUE","175/1060 (0.165094339622642)",1
"ZMIZ1",0.432750266324686,0.04,0.0216154721274175,"(1,19,24,860)","TRUE","132/1058 (0.12476370510397)",1
"FLG2",0.437039577002975,0.0454545454545455,0.0249406175771971,"(1,21,21,821)","TRUE","223/1112 (0.200539568345324)",1
"LAMC3",0.444915964137194,0.0384615384615385,0.0215909090909091,"(1,19,25,861)","TRUE","144/1056 (0.136363636363636)",1
"ZFHX4",0.446478202054633,0.157894736842105,0.106020942408377,"(3,81,16,683)","TRUE","648/1512 (0.428571428571429)",1
"ITGA8",0.448686645983328,0.0434782608695652,0.0247747747747748,"(1,22,22,866)","TRUE","113/1033 (0.109390125847047)",1
"BRIP1",0.44905649822274,0.0434782608695652,0.0248027057497181,"(1,22,22,865)","TRUE","103/1014 (0.101577909270217)",1
"UGGT1",0.450541777607932,0.0434782608695652,0.0249150622876557,"(1,22,22,861)","TRUE","113/1026 (0.110136452241715)",1
"AHNAK",0.452948501242978,0.0476190476190476,0.0274151436031332,"(1,21,20,745)","TRUE","407/1292 (0.315015479876161)",1
"ARHGAP33",0.453163820870193,0.0434782608695652,0.0251141552511416,"(1,22,22,854)","TRUE","101/1009 (0.10009910802775)",1
"MYH2",0.453988840116944,0.0416666666666667,0.0240673886883273,"(1,20,23,811)","TRUE","193/1075 (0.17953488372093)",1
"TRPM3",0.45543468215227,0.0434782608695652,0.0252873563218391,"(1,22,22,848)","TRUE","166/1093 (0.151875571820677)",1
"ITGB4",0.459071992547375,0.04,0.0234741784037559,"(1,20,24,832)","TRUE","173/1069 (0.161833489242282)",1
"NLRP9",0.459140638865199,0.04,0.0235162374020157,"(1,21,24,872)","TRUE","111/1027 (0.108081791626095)",1
"F5",0.459413096877129,0.0416666666666667,0.0245040840140023,"(1,21,23,836)","TRUE","196/1111 (0.176417641764176)",1
"PLXNA4",0.459608993644578,0.0476190476190476,0.0280487804878049,"(1,23,20,797)","TRUE","239/1125 (0.212444444444444)",1
"PLXND1",0.459800823351903,0.0416666666666667,0.0245327102803738,"(1,21,23,835)","TRUE","160/1065 (0.150234741784038)",1
"AGL",0.461005323326947,0.04,0.0236486486486486,"(1,21,24,867)","TRUE","119/1040 (0.114423076923077)",1
"CHD2",0.462507531526116,0.04,0.0237556561085973,"(1,21,24,863)","TRUE","117/1035 (0.11304347826087)",1
"SHANK3",0.462507531526116,0.04,0.0237556561085973,"(1,21,24,863)","TRUE","108/1034 (0.104448742746615)",1
"CDH23",0.46494818984862,0.0476190476190476,0.0285006195786865,"(1,23,20,784)","TRUE","298/1174 (0.253833049403748)",1
"SCN10A",0.465692718958544,0.0416666666666667,0.0249702734839477,"(1,21,23,820)","TRUE","190/1075 (0.176744186046512)",1
"CAMTA1",0.466547795518828,0.0384615384615385,0.023094688221709,"(1,20,25,846)","TRUE","155/1075 (0.144186046511628)",1
"CHL1",0.468096050596762,0.0384615384615385,0.0232018561484919,"(1,20,25,842)","TRUE","163/1070 (0.152336448598131)",1
"TEX10",0.469093019902511,0.0384615384615385,0.02330743618202,"(1,21,25,880)","TRUE","107/1052 (0.10171102661597)",1
"CEP290",0.472547973973374,0.125,0.0897867564534231,"(3,80,21,811)","TRUE","191/1083 (0.176361957525392)",1
"CHD8",0.477374592790141,0.12,0.0872093023255814,"(3,75,22,785)","TRUE","239/1131 (0.21131741821397)",1
"TRPA1",0.482499469305244,0.0416666666666667,0.0263157894736842,"(1,23,23,851)","TRUE","148/1062 (0.139359698681733)",1
"VPS13D",0.486426993416839,0.05,0.0319905213270142,"(1,27,19,817)","TRUE","238/1151 (0.206776715899218)",1
"SCN1A",0.486428352962883,0.0454545454545455,0.0290697674418605,"(1,25,21,835)","TRUE","171/1076 (0.158921933085502)",1
"MAP2",0.488619621652085,0.04,0.0257009345794393,"(1,22,24,834)","TRUE","182/1095 (0.1662100456621)",1
"KIF13A",0.490844118653429,0.04,0.0259009009009009,"(1,23,24,865)","TRUE","102/1019 (0.100098135426889)",1
"SCN2A",0.493707324530046,0.0454545454545455,0.0296912114014252,"(1,25,21,817)","TRUE","191/1090 (0.175229357798165)",1
"ZNF236",0.495920250888303,0.0416666666666667,0.0273972602739726,"(1,24,23,852)","TRUE","124/1035 (0.119806763285024)",1
"TTC3",0.498063811701601,0.115384615384615,0.088268156424581,"(3,79,23,816)","TRUE","183/1078 (0.169758812615955)",1
"VWF",0.498174234080655,0.0416666666666667,0.0275449101796407,"(1,23,23,812)","TRUE","216/1110 (0.194594594594595)",1
"SBNO1",0.498730911066068,0.12,0.0920177383592018,"(3,83,22,819)","TRUE","145/1030 (0.140776699029126)",1
"ABCB1",0.500694677474069,0.0416666666666667,0.0277777777777778,"(1,24,23,840)","TRUE","144/1042 (0.138195777351248)",1
"NLRP3",0.502305468399944,0.04,0.0267753201396973,"(1,23,24,836)","TRUE","168/1069 (0.157156220767072)",1
"TNRC6B",0.504244683732249,0.0384615384615385,0.1015625,"(1,91,25,805)","TRUE","230/1124 (0.204626334519573)",1
"HTT",0.510091818318338,0.0416666666666667,0.0285374554102259,"(1,24,23,817)","TRUE","195/1087 (0.179392824287029)",1
"ADGB",0.513703871647504,0.0434782608695652,0.0301274623406721,"(1,26,22,837)","TRUE","171/1072 (0.159514925373134)",1
"RIMS1",0.514111241093647,0.0434782608695652,0.0301624129930394,"(1,26,22,836)","TRUE","170/1079 (0.157553290083411)",1
"SCN7A",0.516619911164351,0.0416666666666667,0.0291036088474971,"(1,25,23,834)","TRUE","175/1078 (0.162337662337662)",1
"NF1",0.516802332645375,0.153846153846154,0.108138238573021,"(4,97,22,800)","TRUE","271/1157 (0.234226447709594)",1
"RUSC2",0.517117754764764,0.0384615384615385,0.0269058295964126,"(1,24,25,868)","TRUE","107/1024 (0.1044921875)",1
"DOCK8",0.519016127207818,0.0434782608695652,0.0306122448979592,"(1,27,22,855)","TRUE","129/1044 (0.123563218390805)",1
"CNTN4",0.519887866162196,0.0384615384615385,0.0271186440677966,"(1,24,25,861)","TRUE","123/1046 (0.117590822179732)",1
"KLHL1",0.519887866162197,0.04,0.0282167042889391,"(1,25,24,861)","TRUE","102/1019 (0.100098135426889)",1
"SCN5A",0.521130215444109,0.0434782608695652,0.0307692307692308,"(1,26,22,819)","TRUE","188/1084 (0.173431734317343)",1
"MED13",0.522284412382033,0.0384615384615385,0.0273037542662116,"(1,24,25,855)","TRUE","161/1088 (0.147977941176471)",1
"DOCK7",0.523490436328987,0.04,0.0285062713797035,"(1,25,24,852)","TRUE","147/1060 (0.138679245283019)",1
"HUWE1",0.524089194937814,0.0384615384615385,0.0274135876042908,"(1,23,25,816)","TRUE","239/1141 (0.209465381244522)",1
"ABCC9",0.526324792295927,0.04,0.028735632183908,"(1,25,24,845)","TRUE","162/1066 (0.151969981238274)",1
"LAMA3",0.526619571599764,0.0434782608695652,0.03125,"(1,26,22,806)","TRUE","220/1106 (0.198915009041591)",1
"PLXNB1",0.530570867643243,0.0416666666666667,0.0303030303030303,"(1,26,23,832)","TRUE","246/1150 (0.213913043478261)",1
"DICER1",0.532773629898853,0.0384615384615385,0.0281531531531532,"(1,25,25,863)","TRUE","130/1056 (0.123106060606061)",1
"TBC1D32",0.533852438760194,0.04,0.0293785310734463,"(1,26,24,859)","TRUE","109/1025 (0.106341463414634)",1
"DOCK2",0.533905087741698,0.0416666666666667,0.0305882352941176,"(1,26,23,824)","TRUE","205/1101 (0.186194368755677)",1
"ARHGEF40",0.535062069099818,0.04,0.0294784580498866,"(1,26,24,856)","TRUE","108/1026 (0.105263157894737)",1
"MYH1",0.535165468906681,0.0416666666666667,0.0306965761511216,"(1,26,23,821)","TRUE","217/1105 (0.196380090497738)",1
"MLH3",0.535185295166358,0.0384615384615385,0.0283446712018141,"(1,25,25,857)","TRUE","113/1026 (0.110136452241715)",1
"RBBP6",0.535993689730893,0.0384615384615385,0.0284090909090909,"(1,25,25,855)","TRUE","124/1040 (0.119230769230769)",1
"COL24A1",0.540659398465849,0.0434782608695652,0.0325581395348837,"(1,28,22,832)","TRUE","158/1051 (0.150333016175071)",1
"CD109",0.542171641923051,0.0416666666666667,0.0313549832026876,"(1,28,23,865)","TRUE","106/1019 (0.104023552502453)",1
"CDH10",0.543257815098858,0.04,0.0301624129930394,"(1,26,24,836)","TRUE","163/1065 (0.153051643192488)",1
"GRM8",0.543438889008417,0.0454545454545455,0.034324942791762,"(1,30,21,844)","TRUE","146/1052 (0.138783269961977)",1
"DNAH1",0.544542561673174,0.0434782608695652,0.0328867235079172,"(1,27,22,794)","TRUE","285/1179 (0.241730279898219)",1
"DMBT1",0.544620293179657,0.0384615384615385,0.0291036088474971,"(1,25,25,834)","TRUE","166/1064 (0.156015037593985)",1
"MYH8",0.544904927833371,0.0454545454545455,0.0344418052256532,"(1,29,21,813)","TRUE","196/1079 (0.181649675625579)",1
"MORC1",0.545244307752295,0.0384615384615385,0.0291806958473625,"(1,26,25,865)","TRUE","105/1024 (0.1025390625)",1
"NES",0.54807388978107,0.0384615384615385,0.0294117647058824,"(1,26,25,858)","TRUE","133/1051 (0.126546146527117)",1
"KIAA1217",0.548287445034239,0.04,0.0305882352941176,"(1,26,24,824)","TRUE","157/1059 (0.148253068932956)",1
"RNF213",0.548771171114665,0.0434782608695652,0.0332480818414322,"(1,26,22,756)","TRUE","336/1221 (0.275184275184275)",1
"DOCK10",0.561360117255781,0.0384615384615385,0.0305164319248826,"(1,26,25,826)","TRUE","179/1086 (0.164825046040516)",1
"COL1A2",0.566503041874767,0.04,0.0322209436133487,"(1,28,24,841)","TRUE","148/1051 (0.14081826831589)",1
"MAGI1",0.571133290337399,0.04,0.0326340326340326,"(1,28,24,830)","TRUE","156/1061 (0.14703110273327)",1
"MECOM",0.571785322432601,0.0384615384615385,0.0314318975552969,"(1,27,25,832)","TRUE","169/1071 (0.157796451914099)",1
"TP53",0.574455358184757,0.538461538461538,0.435251798561151,"(7,242,6,314)","TRUE","1306/1834 (0.712104689203926)",1
"LRBA",0.574618789258052,0.05,0.0411764705882353,"(1,35,19,815)","TRUE","203/1101 (0.184377838328792)",1
"ARFGEF1",0.575484555960245,0.0416666666666667,0.0344444444444444,"(1,31,23,869)","TRUE","131/1068 (0.122659176029963)",1
"ROCK2",0.576357385496295,0.04,0.0331491712707182,"(1,30,24,875)","TRUE","108/1033 (0.104549854791868)",1
"CEL",0.579192966735764,0.04,0.0334075723830735,"(1,30,24,868)","TRUE","133/1056 (0.12594696969697)",1
"CNTNAP2",0.581477380339146,0.04,0.0335731414868106,"(1,28,24,806)","TRUE","221/1103 (0.200362647325476)",1
"SLIT2",0.583325214343469,0.0416666666666667,0.0351699882766706,"(1,30,23,823)","TRUE","175/1064 (0.164473684210526)",1
"UMODL1",0.588541526917694,0.0416666666666667,0.0357142857142857,"(1,32,23,864)","TRUE","106/1017 (0.104228121927237)",1
"LMO7",0.588689275928673,0.04,0.0342857142857143,"(1,30,24,845)","TRUE","130/1045 (0.124401913875598)",1
"CHD6",0.594296424762449,0.0434782608695652,0.0378250591016548,"(1,32,22,814)","TRUE","198/1085 (0.182488479262673)",1
"VWA8",0.597007960592017,0.0384615384615385,0.0337457817772778,"(1,30,25,859)","TRUE","121/1035 (0.116908212560386)",1
"TMEM131",0.603478620218898,0.04,0.0357142857142857,"(1,31,24,837)","TRUE","146/1052 (0.138783269961977)",1
"RICTOR",0.607303520522647,0.0434782608695652,0.039237668161435,"(1,35,22,857)","TRUE","128/1044 (0.122605363984674)",1
"FMN2",0.607608991499071,0.0434782608695652,0.0392156862745098,"(1,32,22,784)","TRUE","291/1163 (0.250214961306965)",1
"ABCA8",0.612449766358188,0.04,0.0366132723112128,"(1,32,24,842)","TRUE","193/1097 (0.175934366453965)",1
"NLRC5",0.613833044479158,0.0416666666666667,0.0382882882882883,"(1,34,23,854)","TRUE","143/1068 (0.133895131086142)",1
"JARID2",0.613868393104769,0.0384615384615385,0.0353477765108324,"(1,31,25,846)","TRUE","129/1042 (0.123800383877159)",1
"SMAD4",0.616660869186516,0.0384615384615385,0.0356347438752784,"(1,32,25,866)","TRUE","110/1025 (0.107317073170732)",1
"PRR12",0.617830055631788,0.0416666666666667,0.0386869871043376,"(1,33,23,820)","TRUE","195/1085 (0.179723502304147)",1
"UNC13C",0.618331704222635,0,0.0561660561660562,"(NA,46,19,773)","TRUE","294/1175 (0.250212765957447)",1
"LAMA1",0.618478287796595,0,0.0461538461538462,"(NA,36,21,744)","TRUE","339/1194 (0.28391959798995)",1
"MUC5B",0.618526233162538,0,0.0509138381201044,"(NA,39,21,727)","TRUE","464/1330 (0.348872180451128)",1
"LAMA2",0.618631406062992,0,0.0466507177033493,"(NA,39,22,797)","TRUE","269/1156 (0.232698961937716)",1
"IGFN1",0.61875917961939,0,0.0444177671068427,"(NA,37,23,796)","TRUE","254/1133 (0.224183583406884)",1
"FRAS1",0.618771417748456,0,0.0451770451770452,"(NA,37,23,782)","TRUE","295/1181 (0.249788314987299)",1
"TRRAP",0.618981231456825,0,0.0409145607701564,"(NA,34,25,797)","TRUE","269/1166 (0.230703259005146)",1
"SCN9A",0.619032966938468,0,0.0420560747663551,"(NA,36,24,820)","TRUE","197/1090 (0.180733944954128)",1
"ACACB",0.619096867632094,0,0.0412735849056604,"(NA,35,24,813)","TRUE","235/1136 (0.206866197183099)",1
"BCOR",0.619109151527782,0,0.0426758938869665,"(NA,37,24,830)","TRUE","160/1064 (0.150375939849624)",1
"MAP1B",0.619164902530193,0,0.0426758938869665,"(NA,37,23,830)","TRUE","191/1092 (0.174908424908425)",1
"ANO4",0.619192146136738,0,0.0419501133786848,"(NA,37,24,845)","TRUE","138/1036 (0.133204633204633)",1
"PPRC1",0.619232647292652,0,0.0417607223476298,"(NA,37,24,849)","TRUE","151/1063 (0.142050799623706)",1
"ROCK1",0.619371234976333,0,0.0456570155902004,"(NA,41,23,857)","TRUE","127/1046 (0.121414913957935)",1
"MROH2B",0.619398542059574,0,0.0390070921985816,"(NA,33,25,813)","TRUE","197/1087 (0.181232750689972)",1
"FNIP1",0.619435085091148,0,0.0409745293466224,"(NA,37,25,866)","TRUE","104/1027 (0.10126582278481)",1
"LMTK3",0.619436376806931,0,0.0394588500563698,"(NA,35,26,852)","TRUE","134/1048 (0.127862595419847)",1
"KIF1B",0.619453977956278,0,0.0415730337078652,"(NA,37,25,853)","TRUE","137/1054 (0.129981024667932)",1
"POLA1",0.619532482638182,0,0.0382022471910112,"(NA,34,26,856)","TRUE","117/1031 (0.113482056256062)",1
"ZC3H13",0.619544507477489,0,0.0378006872852234,"(NA,33,26,840)","TRUE","156/1067 (0.146204311152765)",1
"HERC2",0.619606556660828,0,0.0526992287917738,"(NA,41,21,737)","TRUE","395/1281 (0.308352849336456)",1
"ASCC3",0.619618803222704,0,0.0492957746478873,"(NA,42,22,810)","TRUE","192/1088 (0.176470588235294)",1
"CNTN6",0.619634046376554,0,0.0424799081515499,"(NA,37,25,834)","TRUE","159/1062 (0.149717514124294)",1
"TTN",0.619724954498626,0.625,0.552845528455285,"(10,340,6,275)","TRUE","3524/4711 (0.748036510295054)",1
"RFC1",0.619785662143546,0,0.0388457269700333,"(NA,35,25,866)","TRUE","106/1031 (0.102812803103783)",1
"ROBO1",0.620138731405317,0,0.050058207217695,"(NA,43,22,816)","TRUE","192/1085 (0.176958525345622)",1
"DOCK3",0.62060999040117,0,0.0460829493087558,"(NA,40,24,828)","TRUE","197/1098 (0.179417122040073)",1
"BCL9L",0.620741364903989,0,0.044167610419026,"(NA,39,25,844)","TRUE","129/1033 (0.124878993223621)",1
"ARID2",0.621418361792167,0,0.0468227424749164,"(NA,42,24,855)","TRUE","142/1058 (0.13421550094518)",1
"RYR1",0.621827433355928,0,0.0615989515072084,"(NA,47,19,716)","TRUE","493/1372 (0.35932944606414)",1
"WDR36",0.622593258428719,0,0.0501672240802676,"(NA,45,23,852)","TRUE","105/1007 (0.104270109235353)",1
"DZIP3",0.622690545372885,0,0.046119235095613,"(NA,41,25,848)","TRUE","114/1019 (0.111874386653582)",1
"ABCA12",0.622867726531283,0,0.0485207100591716,"(NA,41,24,804)","TRUE","241/1127 (0.213842058562555)",1
"KRT14",0.622935759314397,0,0.0460878885316184,"(NA,43,25,890)","TRUE","117/1057 (0.110690633869442)",1
"CEP350",0.623086808403638,0,0.0533175355450237,"(NA,45,22,799)","TRUE","222/1110 (0.2)",1
"LUZP1",0.624075714047829,0,0.0470974808324206,"(NA,43,25,870)","TRUE","103/1023 (0.100684261974585)",1
"POLD1",0.625781848534346,0,0.0465380249716232,"(NA,41,26,840)","TRUE","125/1044 (0.119731800766284)",1
"ARID4A",0.626565013685368,0,0.0508849557522124,"(NA,46,24,858)","TRUE","128/1045 (0.122488038277512)",1
"MSH6",0.626911568839417,0,0.0490523968784838,"(NA,44,25,853)","TRUE","152/1074 (0.141527001862197)",1
"COL18A1",0.634888257522895,0,0.0511363636363636,"(NA,45,26,835)","TRUE","187/1090 (0.171559633027523)",1
"RNF43",0.635881626333531,0,0.0557377049180328,"(NA,51,24,864)","TRUE","107/1031 (0.103782735208535)",1
"MDN1",0.638638356395463,0.0909090909090909,0.0600490196078431,"(2,49,20,767)","TRUE","358/1245 (0.287550200803213)",1
"SI",0.640689101135013,0.0740740740740741,0.0492788461538462,"(2,41,25,791)","TRUE","279/1167 (0.239074550128535)",1
"UNC79",0.641872619342126,0.0833333333333333,0.0561529271206691,"(2,47,22,790)","TRUE","268/1153 (0.232437120555074)",1
"TRO",0.642114813978725,0.0769230769230769,0.0517435320584927,"(2,46,24,843)","TRUE","118/1020 (0.115686274509804)",1
"PHF20L1",0.642160927520362,0.0833333333333333,0.0562293274531422,"(2,51,22,856)","TRUE","135/1049 (0.128693994280267)",1
"MCPH1",0.643579887268622,0.08,0.0544444444444444,"(2,49,23,851)","TRUE","105/1005 (0.104477611940299)",1
"KIF15",0.654031508512041,0.08,0.058165548098434,"(2,52,23,842)","TRUE","122/1021 (0.11949069539667)",1
"RBL2",0.669577359245248,0.0769230769230769,0.0606394707828004,"(2,55,24,852)","TRUE","113/1027 (0.110029211295034)",1
"JAK1",0.67319730733937,0.08,0.0642002176278564,"(2,59,23,860)","TRUE","115/1043 (0.11025886864813)",1
"LRRK2",0.679883908573022,0.0869565217391304,0.0720188902007084,"(2,61,21,786)","TRUE","263/1136 (0.231514084507042)",1
"BDP1",0.681056818958064,0.08,0.0665137614678899,"(2,58,23,814)","TRUE","196/1093 (0.17932296431839)",1
"ROBO2",0.702243193318923,0.0769230769230769,0.0696864111498258,"(2,60,24,801)","TRUE","242/1131 (0.213969938107869)",1
"BRWD1",0.702627548435677,0.0740740740740741,0.0671892497200448,"(2,60,25,833)","TRUE","160/1070 (0.149532710280374)",1
"BTBD7",0.711797234553034,0.0769230769230769,0.0722222222222222,"(2,65,24,835)","TRUE","143/1050 (0.136190476190476)",1
"EP300",0.719090980891598,0.0416666666666667,0.0957810718358039,"(1,84,23,793)","TRUE","288/1171 (0.245943637916311)",1
"LRP1B",0.735573844155091,0.130434782608696,0.111581920903955,"(3,79,20,629)","TRUE","749/1586 (0.472257250945776)",1
"HMCN1",0.749557098436104,0.15,0.138324873096447,"(3,109,17,679)","TRUE","533/1381 (0.385952208544533)",1
"ABCA13",0.753398611158521,0.130434782608696,0.121827411167513,"(3,96,20,692)","TRUE","493/1325 (0.372075471698113)",1
"KMT2C",0.755529914363719,0.136363636363636,0.128700128700129,"(3,100,19,677)","TRUE","500/1346 (0.37147102526003)",1
"MUC16",0.781588692053056,0.238095238095238,0.201376936316695,"(5,117,16,464)","TRUE","1617/2450 (0.66)",1
"ITGAL",1,0,0.0279017857142857,"(NA,25,22,871)","TRUE","110/1034 (0.106382978723404)",1
"MAP3K9",1,0,0.0114285714285714,"(NA,10,24,865)","TRUE","111/1026 (0.108187134502924)",1
"TENM1",1,0,0.0308422301304864,"(NA,26,24,817)","TRUE","225/1125 (0.2)",1
"HIVEP2",1,0,0.0258215962441315,"(NA,22,25,830)","TRUE","172/1075 (0.16)",1
"ARHGAP31",1,0,0.0226500566251416,"(NA,20,24,863)","TRUE","125/1044 (0.119731800766284)",1
"LRRC7",1,0,0.0315420560747664,"(NA,27,24,829)","TRUE","195/1101 (0.177111716621253)",1
"CNTLN",1,0,0.0278396436525612,"(NA,25,26,873)","TRUE","112/1037 (0.108003857280617)",1
"PREX2",1,0.0434782608695652,0.0441347270615563,"(1,38,22,823)","TRUE","188/1080 (0.174074074074074)",1
"LTBP1",1,0,0.0243337195828505,"(NA,21,24,842)","TRUE","162/1061 (0.152686145146089)",1
"ARHGEF5",1,0,0.0182648401826484,"(NA,16,24,860)","TRUE","110/1026 (0.107212475633528)",1
"RIMBP2",1,0,0.0104046242774566,"(NA,9,22,856)","TRUE","127/1032 (0.123062015503876)",1
"DIP2B",1,0,0.0236486486486486,"(NA,21,25,867)","TRUE","108/1035 (0.104347826086957)",1
"TRHDE",1,0,0.0246913580246914,"(NA,22,25,869)","TRUE","121/1055 (0.114691943127962)",1
"ABCB11",1,0,0.0159453302961276,"(NA,14,23,864)","TRUE","110/1025 (0.107317073170732)",1
"BRINP1",1,0,0.00580046403712297,"(NA,5,24,857)","TRUE","120/1032 (0.116279069767442)",1
"REXO1",1,0,0.0147559591373439,"(NA,13,24,868)","TRUE","117/1037 (0.112825458052073)",1
"RIF1",1,0,0.0410490307867731,"(NA,36,23,841)","TRUE","195/1108 (0.175992779783394)",1
"GEMIN5",1,0,0.015819209039548,"(NA,14,24,871)","TRUE","107/1023 (0.104594330400782)",1
"NID2",1,0,0.0184544405997693,"(NA,16,23,851)","TRUE","139/1044 (0.133141762452107)",1
"LAMB1",1,0,0.0214689265536723,"(NA,19,25,866)","TRUE","112/1029 (0.108843537414966)",1
"WDR7",1,0.04,0.0393700787401575,"(1,35,24,854)","TRUE","119/1030 (0.115533980582524)",1
"MYO9B",1,0,0.0294117647058824,"(NA,24,24,792)","TRUE","193/1080 (0.178703703703704)",1
"KIAA0586",1,0,0.0213723284589426,"(NA,19,24,870)","TRUE","112/1034 (0.108317214700193)",1
"ZMYND8",1,0,0.0125858123569794,"(NA,11,26,863)","TRUE","104/1029 (0.101068999028183)",1
"TRPS1",1,0,0.0339578454332553,"(NA,29,23,825)","TRUE","161/1057 (0.152317880794702)",1
"MYH14",1,0,0.0283353010625738,"(NA,24,25,823)","TRUE","166/1068 (0.155430711610487)",1
"USP42",1,0,0.021689497716895,"(NA,19,24,857)","TRUE","127/1039 (0.12223291626564)",1
"TECTA",1,0,0.0352526439482961,"(NA,30,24,821)","TRUE","215/1115 (0.192825112107623)",1
"CUL9",1,0,0.0197215777262181,"(NA,17,24,845)","TRUE","155/1070 (0.144859813084112)",1
"MSH3",1,0.0416666666666667,0.0459126539753639,"(1,41,23,852)","TRUE","104/1017 (0.102261553588987)",1
"USP34",1,0.0454545454545455,0.0588928150765607,"(1,50,21,799)","TRUE","254/1147 (0.221447253705318)",1
"BIRC6",1,0.0476190476190476,0.0511221945137157,"(1,41,20,761)","TRUE","361/1239 (0.29136400322841)",1
"BCL9",1,0,0.0204778156996587,"(NA,18,23,861)","TRUE","138/1064 (0.129699248120301)",1
"TRPM6",1,0,0.0291375291375291,"(NA,25,25,833)","TRUE","168/1072 (0.156716417910448)",1
"LTBP2",1,0,0.0160734787600459,"(NA,14,26,857)","TRUE","129/1038 (0.124277456647399)",1
"RGSL1",1,0,0.020501138952164,"(NA,18,25,860)","TRUE","134/1045 (0.12822966507177)",1
"ARFGEF2",1,0,0.0138888888888889,"(NA,12,23,852)","TRUE","133/1046 (0.127151051625239)",1
"ZNF831",1,0,0.028673835125448,"(NA,24,21,813)","TRUE","205/1098 (0.186703096539162)",1
"USP9X",1,0,0.0379464285714286,"(NA,34,23,862)","TRUE","138/1063 (0.129821260583255)",1
"TRERF1",1,0,0.0204545454545455,"(NA,18,26,862)","TRUE","106/1028 (0.103112840466926)",1
"COL21A1",1,0,0.0271493212669683,"(NA,24,25,860)","TRUE","117/1033 (0.113262342691191)",1
"RREB1",1,0,0.0141010575793184,"(NA,12,23,839)","TRUE","152/1056 (0.143939393939394)",1
"KTN1",1,0,0.0312849162011173,"(NA,28,24,867)","TRUE","109/1030 (0.105825242718447)",1
"PXDN",1,0,0.0212514757969303,"(NA,18,23,829)","TRUE","169/1066 (0.158536585365854)",1
"PRRC2B",1,0,0.0351288056206089,"(NA,30,24,824)","TRUE","182/1087 (0.167433302667893)",1
"ZC3H4",1,0,0.0149942329873126,"(NA,13,26,854)","TRUE","135/1052 (0.128326996197719)",1
"USP29",1,0,0.00689655172413793,"(NA,6,22,864)","TRUE","106/1026 (0.103313840155945)",1
"RNF17",1,0,0.0299194476409666,"(NA,26,22,843)","TRUE","134/1042 (0.128598848368522)",1
"MYH11",1,0,0.0243619489559165,"(NA,21,23,841)","TRUE","150/1054 (0.142314990512334)",1
"ARHGAP29",1,0,0.015748031496063,"(NA,14,25,875)","TRUE","105/1028 (0.102140077821012)",1
"MYOF",1,0.0416666666666667,0.0409556313993174,"(1,36,23,843)","TRUE","150/1061 (0.141376060320452)",1
"KIF20B",1,0,0.034443168771527,"(NA,30,22,841)","TRUE","150/1053 (0.142450142450142)",1
"HECW2",1,0,0.0217889908256881,"(NA,19,23,853)","TRUE","144/1057 (0.136234626300851)",1
"ABCC12",1,0,0.0217889908256881,"(NA,19,23,853)","TRUE","119/1031 (0.115421920465567)",1
"CCDC40",1,0,0.015963511972634,"(NA,14,24,863)","TRUE","106/1025 (0.103414634146341)",1
"TBCD",1,0,0.0112359550561798,"(NA,10,26,880)","TRUE","106/1041 (0.101825168107589)",1
"BRD4",1,0,0.0292463442069741,"(NA,26,24,863)","TRUE","105/1022 (0.102739726027397)",1
"MUC4",1,0,0.0278592375366569,"(NA,19,18,663)","TRUE","656/1466 (0.447476125511596)",1
"VWDE",1,0,0.015963511972634,"(NA,14,24,863)","TRUE","146/1060 (0.137735849056604)",1
"DOCK11",1,0,0.0279017857142857,"(NA,25,25,871)","TRUE","109/1037 (0.105110896817743)",1
"PXDNL",1,0,0.0265700483091787,"(NA,22,24,806)","TRUE","237/1122 (0.211229946524064)",1
"DGKZ",1,0,0.0101237345331834,"(NA,9,23,880)","TRUE","109/1039 (0.104908565928778)",1
"DLG5",1,0,0.0221187427240978,"(NA,19,25,840)","TRUE","160/1067 (0.149953139643861)",1
"ABCA6",1,0,0.034324942791762,"(NA,30,21,844)","TRUE","139/1043 (0.13326941514861)",1
"ABCA10",1,0,0.0291806958473625,"(NA,26,23,865)","TRUE","134/1053 (0.127255460588794)",1
"DISP1",1,0,0.032979976442874,"(NA,28,23,821)","TRUE","168/1065 (0.157746478873239)",1
"ADCY8",1,0,0.0147559591373439,"(NA,13,24,868)","TRUE","151/1066 (0.141651031894934)",1
"AFF2",1,0,0.034443168771527,"(NA,30,22,841)","TRUE","144/1042 (0.138195777351248)",1
"TDRD9",1,0,0.0181200453001133,"(NA,16,23,867)","TRUE","112/1032 (0.108527131782946)",1
"NLRP14",1,0,0.0146892655367232,"(NA,13,24,872)","TRUE","112/1032 (0.108527131782946)",1
