"","pvalues","AMPLIFIED_MUTATED/(AMPLIFIED_MUTATED+AMPLIFIED_WT)","NON_AMPLIFIED_MUTATED/(NON_AMPLIFIED_MUTATED+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"EPB41L2",0.217147115273074,0.172413793103448,0.102669404517454,"(5,100,24,874)","TRUE","109/1039 (0.104908565928778)",0.989468395896997
"CNTN1",0.217814392459626,0.172413793103448,0.102833158447009,"(5,98,24,855)","TRUE","113/1025 (0.110243902439024)",0.989468395896997
"GRM8",0.223781841977191,0.192307692307692,0.117154811715481,"(5,112,21,844)","TRUE","146/1052 (0.138783269961977)",1
"ZNF521",0.224492648639508,0.172413793103448,0.104602510460251,"(5,100,24,856)","TRUE","127/1043 (0.12176414189837)",1
"PHF20L1",0.228478634369716,0.185185185185185,0.113871635610766,"(5,110,22,856)","TRUE","135/1049 (0.128693994280267)",1
"KMT2E",0.236733672023143,0.0384615384615385,0.131282051282051,"(1,128,25,847)","TRUE","130/1047 (0.124164278892073)",1
"DMBT1",0.236745844400887,0.0384615384615385,0.132154006243496,"(1,127,25,834)","TRUE","166/1064 (0.156015037593985)",1
"CDC42BPA",0.236776904688908,0.0384615384615385,0.128898128898129,"(1,124,25,838)","TRUE","142/1042 (0.136276391554703)",1
"CTNNA2",0.237464514302825,0.0384615384615385,0.126569037656904,"(1,121,25,835)","TRUE","155/1051 (0.147478591817317)",1
"JAG2",0.237865830494872,0.0384615384615385,0.135245901639344,"(1,132,25,844)","TRUE","136/1049 (0.129647283126787)",1
"DLG5",0.238653196926099,0.0384615384615385,0.136690647482014,"(1,133,25,840)","TRUE","160/1067 (0.149953139643861)",1
"TTF1",0.239084806081456,0.0384615384615385,0.137396694214876,"(1,133,25,835)","TRUE","133/1040 (0.127884615384615)",1
"HIVEP2",0.241119763416732,0.0384615384615385,0.139896373056995,"(1,135,25,830)","TRUE","172/1075 (0.16)",1
"POLR2A",0.253394871075168,0,0.0783699059561129,"(NA,75,26,882)","TRUE","105/1033 (0.101645692158761)",1
"TRPC4",0.254174853914776,0,0.0791139240506329,"(NA,75,26,873)","TRUE","106/1026 (0.103313840155945)",1
"SMC4",0.254607674110922,0.193548387096774,0.118503118503119,"(6,114,25,848)","TRUE","140/1055 (0.132701421800948)",1
"SLITRK1",0.254823432209754,0,0.0795811518324607,"(NA,76,26,879)","TRUE","108/1040 (0.103846153846154)",1
"TENM3",0.255999001571742,0.3,0.209580838323353,"(9,210,21,792)","TRUE","258/1151 (0.224152910512598)",1
"ABCA7",0.2596221983183,0.214285714285714,0.135384615384615,"(6,132,22,843)","TRUE","196/1103 (0.177697189483228)",1
"VWA3B",0.261613656492779,0,0.083864118895966,"(NA,79,26,863)","TRUE","110/1022 (0.107632093933464)",1
"SCN11A",0.262789913536661,0.193548387096774,0.122384937238494,"(6,117,25,839)","TRUE","173/1082 (0.159889094269871)",1
"GREB1L",0.263144354200543,0,0.0845511482254697,"(NA,81,26,877)","TRUE","112/1041 (0.107588856868396)",1
"FLNC",0.265549140294383,0.3,0.215399610136452,"(9,221,21,805)","TRUE","284/1184 (0.239864864864865)",1
"NLRP10",0.268009850022648,0.148148148148148,0.0792811839323467,"(4,75,23,871)","TRUE","105/1020 (0.102941176470588)",1
"LRRK1",0.269202709161694,0.206896551724138,0.134358974358974,"(6,131,23,844)","TRUE","167/1083 (0.154201292705448)",1
"BRIP1",0.273071423584491,0.153846153846154,0.0846560846560847,"(4,80,22,865)","TRUE","103/1014 (0.101577909270217)",1
"REV3L",0.275270947329046,0.222222222222222,0.14765784114053,"(6,145,21,837)","TRUE","211/1115 (0.189237668161435)",1
"ITGAX",0.275823009782904,0.148148148148148,0.0822784810126582,"(4,78,23,870)","TRUE","113/1032 (0.109496124031008)",1
"ZFHX3",0.281855012635643,0.192307692307692,0.303832116788321,"(5,333,21,763)","TRUE","375/1277 (0.293657008613939)",1
"MYO5C",0.282176596169293,0.142857142857143,0.0812236286919831,"(4,77,24,871)","TRUE","106/1029 (0.103012633624879)",1
"HMCN1",0.283476885597981,0.484848484848485,0.391031390134529,"(16,436,17,679)","TRUE","533/1381 (0.385952208544533)",1
"RYR1",0.284878756623795,0.457142857142857,0.36128456735058,"(16,405,19,716)","TRUE","493/1372 (0.35932944606414)",1
"MGA",0.289763570885796,0.303030303030303,0.222222222222222,"(10,228,23,798)","TRUE","253/1152 (0.219618055555556)",1
"PXDNL",0.29064088777441,0.0769230769230769,0.174180327868852,"(2,170,24,806)","TRUE","237/1122 (0.211229946524064)",1
"ANO2",0.291015099663931,0.153846153846154,0.0907194994786236,"(4,87,22,872)","TRUE","112/1037 (0.108003857280617)",1
"RYR2",0.29137910857796,0.545454545454545,0.448979591836735,"(18,528,15,648)","TRUE","715/1536 (0.465494791666667)",1
"TDRD9",0.291729717170204,0.148148148148148,0.0873684210526316,"(4,83,23,867)","TRUE","112/1032 (0.108527131782946)",1
"PRRC2B",0.29215152009515,0.0769230769230769,0.164300202839757,"(2,162,24,824)","TRUE","182/1087 (0.167433302667893)",1
"UNC5C",0.297519198665656,0.153846153846154,0.0926315789473684,"(4,88,22,862)","TRUE","109/1025 (0.106341463414634)",1
"ITGAL",0.29777499869262,0.153846153846154,0.0927083333333333,"(4,89,22,871)","TRUE","110/1034 (0.106382978723404)",1
"RIMBP2",0.299601611542852,0.153846153846154,0.0932203389830508,"(4,88,22,856)","TRUE","127/1032 (0.123062015503876)",1
"ARHGAP33",0.300309514575821,0.153846153846154,0.0934182590233546,"(4,88,22,854)","TRUE","101/1009 (0.10009910802775)",1
"KANK4",0.302006676211725,0.148148148148148,0.0902335456475584,"(4,85,23,857)","TRUE","105/1017 (0.103244837758112)",1
"C7",0.304528563078421,0.148148148148148,0.0909090909090909,"(4,87,23,870)","TRUE","115/1041 (0.110470701248799)",1
"MDN1",0.305229700218021,0.354838709677419,0.267430754536772,"(11,280,20,767)","TRUE","358/1245 (0.287550200803213)",1
"ITPKB",0.305992831425952,0.148148148148148,0.0912906610703043,"(4,87,23,866)","TRUE","113/1033 (0.109390125847047)",1
"MUC16",0.308058971807662,0.627906976744186,0.707992448080554,"(27,1125,16,464)","TRUE","1617/2450 (0.66)",1
"ZNF462",0.312915012090219,0.241379310344828,0.167338709677419,"(7,166,22,826)","TRUE","187/1094 (0.170932358318099)",1
"TP53",0.316199577270136,0.806451612903226,0.714545454545455,"(25,786,6,314)","TRUE","1306/1834 (0.712104689203926)",1
"PRUNE2",0.316526392867002,0.241379310344828,0.169230769230769,"(7,165,22,810)","TRUE","239/1128 (0.211879432624113)",1
"DGKI",0.319298131828562,0.142857142857143,0.0910994764397906,"(4,87,24,868)","TRUE","116/1036 (0.111969111969112)",1
"ADCY2",0.320611228694449,0.148148148148148,0.0949432404540764,"(4,92,23,877)","TRUE","115/1049 (0.109628217349857)",1
"DSEL",0.321730682835754,0.142857142857143,0.0916666666666667,"(4,88,24,872)","TRUE","110/1035 (0.106280193236715)",1
"APOB",0.321828249859954,0.4,0.312199807877041,"(12,325,18,716)","TRUE","448/1287 (0.348096348096348)",1
"DLG2",0.322086765736637,0.148148148148148,0.0952879581151832,"(4,91,23,864)","TRUE","127/1046 (0.121414913957935)",1
"LRRIQ1",0.322317339759545,0.233333333333333,0.165650406504065,"(7,163,23,821)","TRUE","206/1110 (0.185585585585586)",1
"NFATC1",0.323360535318762,0.148148148148148,0.0955882352941176,"(4,91,23,861)","TRUE","113/1030 (0.109708737864078)",1
"CDC42BPB",0.324447274189685,0.153846153846154,0.0996818663838812,"(4,94,22,849)","TRUE","113/1018 (0.111001964636542)",1
"NLRP1",0.325979922138105,0.142857142857143,0.0926315789473684,"(4,88,24,862)","TRUE","114/1033 (0.110358180058083)",1
"GRIA1",0.326274700023967,0.137931034482759,0.0893796004206099,"(4,85,25,866)","TRUE","123/1043 (0.117929050814957)",1
"KANK1",0.327510920770709,0.153846153846154,0.100422832980973,"(4,95,22,851)","TRUE","114/1021 (0.111655239960823)",1
"CEP128",0.327851569953175,0.148148148148148,0.0966386554621849,"(4,92,23,860)","TRUE","107/1021 (0.104799216454456)",1
"KIF13A",0.328906820571495,0.142857142857143,0.0932914046121593,"(4,89,24,865)","TRUE","102/1019 (0.100098135426889)",1
"SCAPER",0.329182096916999,0.148148148148148,0.0969441517386723,"(4,92,23,857)","TRUE","112/1024 (0.109375)",1
"ABL2",0.330683362830741,0.142857142857143,0.0936842105263158,"(4,89,24,861)","TRUE","113/1030 (0.109708737864078)",1
"VPS13A",0.334175628349363,0.107142857142857,0.190716448032291,"(3,189,25,802)","TRUE","230/1113 (0.206648697214735)",1
"KMT2D",0.335394474378755,0.321428571428571,0.423438836612489,"(9,495,19,674)","TRUE","619/1477 (0.419092755585647)",1
"WDR36",0.335655485740089,0.148148148148148,0.0984126984126984,"(4,93,23,852)","TRUE","105/1007 (0.104270109235353)",1
"IGSF9B",0.340913918796605,0.153846153846154,0.103556485355649,"(4,99,22,857)","TRUE","134/1047 (0.127984718242598)",1
"UTRN",0.342177728668779,0.266666666666667,0.188449848024316,"(8,186,22,801)","TRUE","227/1110 (0.204504504504504)",1
"PRG4",0.343068876455634,0.142857142857143,0.0963730569948187,"(4,93,24,872)","TRUE","130/1063 (0.122295390404516)",1
"LRRK2",0.34374696623478,0.275862068965517,0.197959183673469,"(8,194,21,786)","TRUE","263/1136 (0.231514084507042)",1
"ARHGAP21",0.346923354244062,0.142857142857143,0.0971786833855799,"(4,93,24,864)","TRUE","122/1040 (0.117307692307692)",1
"TPR",0.347227215905963,0.266666666666667,0.192697768762677,"(8,190,22,796)","TRUE","220/1109 (0.198376916140667)",1
"CARD11",0.34757360063236,0.0384615384615385,0.112631578947368,"(1,107,25,843)","TRUE","136/1040 (0.130769230769231)",1
"ITGAD",0.347586577497892,0.0384615384615385,0.112169312169312,"(1,106,25,839)","TRUE","119/1024 (0.1162109375)",1
"TCERG1",0.347650711029091,0.0384615384615385,0.1125,"(1,108,25,852)","TRUE","110/1025 (0.107317073170732)",1
"COL20A1",0.347651490495003,0.0384615384615385,0.114255765199161,"(1,109,25,845)","TRUE","134/1034 (0.129593810444874)",1
"RPRD2",0.347658169238133,0.0384615384615385,0.112953367875648,"(1,109,25,856)","TRUE","111/1031 (0.107662463627546)",1
"MYLK",0.347735724647787,0.0384615384615385,0.114978902953586,"(1,109,25,839)","TRUE","141/1037 (0.135969141755063)",1
"TSC2",0.347774941415217,0.0384615384615385,0.11482254697286,"(1,110,25,848)","TRUE","148/1057 (0.140018921475875)",1
"CAMSAP3",0.34783159277108,0.0384615384615385,0.114788004136505,"(1,111,25,856)","TRUE","114/1036 (0.11003861003861)",1
"PLXNA3",0.348044041543945,0.0384615384615385,0.115583075335397,"(1,112,25,857)","TRUE","139/1063 (0.130761994355597)",1
"RANBP2",0.348069817860782,0.285714285714286,0.209580838323353,"(8,210,20,792)","TRUE","248/1133 (0.218887908208297)",1
"USP24",0.348327275398045,0.0384615384615385,0.116545265348595,"(1,112,25,849)","TRUE","132/1045 (0.126315789473684)",1
"DOCK6",0.348708399062579,0.0384615384615385,0.117341640706127,"(1,113,25,850)","TRUE","155/1060 (0.14622641509434)",1
"DOT1L",0.348760976252501,0.0384615384615385,0.108900523560209,"(1,104,25,851)","TRUE","145/1050 (0.138095238095238)",1
"ANKS1B",0.348968758455676,0.148148148148148,0.10134436401241,"(4,98,23,869)","TRUE","119/1052 (0.113117870722433)",1
"LAMB4",0.349270275974459,0.0384615384615385,0.118448637316562,"(1,113,25,841)","TRUE","146/1050 (0.139047619047619)",1
"CECR2",0.349590904460268,0.0384615384615385,0.118873826903024,"(1,114,25,845)","TRUE","138/1048 (0.131679389312977)",1
"IRS1",0.349786941231549,0.0384615384615385,0.118974358974359,"(1,116,25,859)","TRUE","144/1072 (0.134328358208955)",1
"DNAH14",0.350266860564623,0.0384615384615385,0.1198738170347,"(1,114,25,837)","TRUE","209/1106 (0.188969258589512)",1
"PLXNB2",0.353336398542544,0.0384615384615385,0.122824974411464,"(1,120,25,857)","TRUE","177/1103 (0.160471441523119)",1
"JARID2",0.35379921427156,0.0384615384615385,0.123316062176166,"(1,119,25,846)","TRUE","129/1042 (0.123800383877159)",1
"BCL9L",0.354087218258639,0.0384615384615385,0.123572170301142,"(1,119,25,844)","TRUE","129/1033 (0.124878993223621)",1
"MKI67",0.355917257808979,0.266666666666667,0.198170731707317,"(8,195,22,789)","TRUE","243/1122 (0.216577540106952)",1
"DOCK1",0.361095886595834,0.192307692307692,0.124223602484472,"(5,120,21,846)","TRUE","134/1043 (0.128475551294343)",1
"DNAH17",0.361259219982826,0.148148148148148,0.238658777120316,"(4,242,23,772)","TRUE","390/1265 (0.308300395256917)",1
"CDH23",0.362254502949721,0.285714285714286,0.217564870259481,"(8,218,20,784)","TRUE","298/1174 (0.253833049403748)",1
"TNXB",0.362846219009414,0.148148148148148,0.233626588465298,"(4,239,23,784)","TRUE","314/1199 (0.261884904086739)",1
"DICER1",0.364451937199122,0.166666666666667,0.107549120992761,"(5,104,25,863)","TRUE","130/1056 (0.123106060606061)",1
"KIF21A",0.364539545210599,0.185185185185185,0.120959332638165,"(5,116,22,843)","TRUE","152/1051 (0.144624167459562)",1
"FOXC1",0.364622465107055,0.0769230769230769,0.0479233226837061,"(2,45,24,894)","TRUE","106/1039 (0.102021174205967)",1
"SHANK2",0.367410968173078,0.185185185185185,0.122406639004149,"(5,118,22,846)","TRUE","168/1075 (0.156279069767442)",1
"TENM2",0.369192150275071,0.266666666666667,0.204660587639311,"(8,202,22,785)","TRUE","262/1144 (0.229020979020979)",1
"TRPM1",0.369338768572009,0.178571428571429,0.118503118503119,"(5,114,23,848)","TRUE","139/1050 (0.132380952380952)",1
"CUX1",0.369830545571386,0.192307692307692,0.128795811518325,"(5,123,21,832)","TRUE","197/1091 (0.180568285976169)",1
"JAK1",0.372164024303695,0.178571428571429,0.119754350051177,"(5,117,23,860)","TRUE","115/1043 (0.11025886864813)",1
"TRIP11",0.372984550070811,0.172413793103448,0.115625,"(5,111,24,849)","TRUE","123/1037 (0.118611378977821)",1
"XDH",0.373637344520875,0.185185185185185,0.125260960334029,"(5,120,22,838)","TRUE","153/1057 (0.144749290444655)",1
"MAP3K4",0.374372055709462,0.178571428571429,0.120707596253902,"(5,116,23,845)","TRUE","130/1037 (0.125361620057859)",1
"HERC1",0.374586276248144,0.3,0.224409448818898,"(9,228,21,788)","TRUE","287/1182 (0.242808798646362)",1
"PRR14L",0.376614513934726,0.172413793103448,0.117098445595855,"(5,113,24,852)","TRUE","150/1063 (0.141110065851364)",1
"MTUS2",0.378019390111417,0.185185185185185,0.127083333333333,"(5,122,22,838)","TRUE","162/1066 (0.151969981238274)",1
"ZNF106",0.378970409074969,0.185185185185185,0.127461139896373,"(5,123,22,842)","TRUE","145/1050 (0.138095238095238)",1
"ARHGAP35",0.380099443666923,0.172413793103448,0.118434603501545,"(5,115,24,856)","TRUE","131/1058 (0.123818525519849)",1
"TP53BP1",0.388342941431976,0.172413793103448,0.121369294605809,"(5,117,24,847)","TRUE","141/1049 (0.13441372735939)",1
"MYCBP2",0.38999024157209,0.178571428571429,0.25894538606403,"(5,275,23,787)","TRUE","317/1226 (0.258564437194127)",1
"SI",0.396313687021243,0.264705882352941,0.207414829659319,"(9,207,25,791)","TRUE","279/1167 (0.239074550128535)",1
"MSH6",0.39965910505575,0.166666666666667,0.120618556701031,"(5,117,25,853)","TRUE","152/1074 (0.141527001862197)",1
"MUC5B",0.40260727915493,0.222222222222222,0.321195144724557,"(6,344,21,727)","TRUE","464/1330 (0.348872180451128)",1
"FNDC1",0.408367619947199,0.0769230769230769,0.151390319258496,"(2,147,24,824)","TRUE","190/1082 (0.175600739371534)",1
"PPP1R26",0.408533918467604,0.185185185185185,0.137577002053388,"(5,134,22,840)","TRUE","165/1079 (0.15291936978684)",1
"KIAA1217",0.408958465728458,0.0769230769230769,0.156601842374616,"(2,153,24,824)","TRUE","157/1059 (0.148253068932956)",1
"TNRC6C",0.408966130462505,0.0769230769230769,0.149344096871847,"(2,148,24,843)","TRUE","176/1094 (0.160877513711152)",1
"ABCA2",0.409777532652218,0.0769230769230769,0.158486707566462,"(2,155,24,823)","TRUE","231/1132 (0.204063604240283)",1
"BCOR",0.40993443153626,0.0769230769230769,0.146968139773895,"(2,143,24,830)","TRUE","160/1064 (0.150375939849624)",1
"SCN1A",0.409958684812914,0.192307692307692,0.143589743589744,"(5,140,21,835)","TRUE","171/1076 (0.158921933085502)",1
"TRIP12",0.410490079871357,0.0769230769230769,0.159916926272066,"(2,154,24,809)","TRUE","163/1047 (0.155682903533906)",1
"TECTA",0.411013855919568,0.0769230769230769,0.160531697341513,"(2,157,24,821)","TRUE","215/1115 (0.192825112107623)",1
"MYC",0.412763627617668,0.172413793103448,0.128840436075322,"(5,130,24,879)","TRUE","143/1100 (0.13)",1
"MYH8",0.42062209059773,0.222222222222222,0.158385093167702,"(6,153,21,813)","TRUE","196/1079 (0.181649675625579)",1
"ZBTB10",0.425632193619737,0.115384615384615,0.0706751054852321,"(3,67,23,881)","TRUE","103/1028 (0.100194552529183)",1
"RIF1",0.426623394025255,0.206896551724138,0.149646107178969,"(6,148,23,841)","TRUE","195/1108 (0.175992779783394)",1
"ZNF831",0.447004920412497,0.222222222222222,0.172097759674134,"(6,169,21,813)","TRUE","205/1098 (0.186703096539162)",1
"IGFN1",0.449978545418053,0.115384615384615,0.191878172588832,"(3,189,23,796)","TRUE","254/1133 (0.224183583406884)",1
"DSP",0.450730674894504,0.115384615384615,0.187689202825429,"(3,186,23,805)","TRUE","239/1130 (0.211504424778761)",1
"HTT",0.451701959667609,0.206896551724138,0.161190965092402,"(6,157,23,817)","TRUE","195/1087 (0.179392824287029)",1
"ZNF536",0.451701959667609,0.206896551724138,0.161190965092402,"(6,157,23,817)","TRUE","213/1108 (0.192238267148014)",1
"MXRA5",0.45172298437419,0.111111111111111,0.185903983656793,"(3,182,24,797)","TRUE","219/1104 (0.198369565217391)",1
"MEGF8",0.453018214080962,0.115384615384615,0.200787401574803,"(3,204,23,812)","TRUE","224/1128 (0.198581560283688)",1
"CGN",0.455205074103886,0.115384615384615,0.0786397449521785,"(3,74,23,867)","TRUE","102/1020 (0.1)",1
"NHSL1",0.46085335578785,0.115384615384615,0.08,"(3,76,23,874)","TRUE","111/1034 (0.107350096711799)",1
"MYO9A",0.460920760528485,0.25,0.187946884576098,"(7,184,21,795)","TRUE","221/1099 (0.201091901728844)",1
"QRICH2",0.462286324206176,0.115384615384615,0.080338266384778,"(3,76,23,870)","TRUE","105/1024 (0.1025390625)",1
"TENM4",0.465066574017755,0.259259259259259,0.199598796389167,"(7,199,20,798)","TRUE","247/1134 (0.217813051146384)",1
"DGKZ",0.46690225968606,0.115384615384615,0.081419624217119,"(3,78,23,880)","TRUE","109/1039 (0.104908565928778)",1
"UMODL1",0.468689290910409,0.115384615384615,0.0818278427205101,"(3,77,23,864)","TRUE","106/1017 (0.104228121927237)",1
"TCHH",0.469952719049111,0.25,0.194699286442406,"(7,191,21,790)","TRUE","251/1126 (0.22291296625222)",1
"IFT122",0.47860565199051,0.111111111111111,0.0808823529411765,"(3,77,24,875)","TRUE","106/1025 (0.103414634146341)",1
"SLC4A8",0.478877736605055,0.111111111111111,0.080937167199148,"(3,76,24,863)","TRUE","103/1015 (0.101477832512315)",1
"ITSN2",0.479233493218453,0.115384615384615,0.0842105263157895,"(3,80,23,870)","TRUE","109/1027 (0.106134371957157)",1
"CHD8",0.480413380317015,0.153846153846154,0.232649071358749,"(4,238,22,785)","TRUE","239/1131 (0.21131741821397)",1
"DNAH1",0.481944854876154,0.153846153846154,0.223851417399804,"(4,229,22,794)","TRUE","285/1179 (0.241730279898219)",1
"RADIL",0.481969780566332,0.115384615384615,0.0848167539267016,"(3,81,23,874)","TRUE","111/1034 (0.107350096711799)",1
"HYDIN",0.482378196068759,0.25,0.201612903225806,"(7,200,21,792)","TRUE","265/1150 (0.230434782608696)",1
"FRAS1",0.483010885164514,0.148148148148148,0.22650840751731,"(4,229,23,782)","TRUE","295/1181 (0.249788314987299)",1
"EP300",0.484848896437684,0.148148148148148,0.214073339940535,"(4,216,23,793)","TRUE","288/1171 (0.245943637916311)",1
"CD109",0.485665681032305,0.115384615384615,0.0856236786469345,"(3,81,23,865)","TRUE","106/1019 (0.104023552502453)",1
"ABCB11",0.486083036749381,0.115384615384615,0.0857142857142857,"(3,81,23,864)","TRUE","110/1025 (0.107317073170732)",1
"CHD7",0.488592690058722,0.225806451612903,0.183183183183183,"(7,183,24,816)","TRUE","242/1139 (0.212467076382792)",1
"BRINP2",0.4957345973945,0.111111111111111,0.0844772967265048,"(3,80,24,867)","TRUE","106/1024 (0.103515625)",1
"UNC79",0.496008743927254,0.266666666666667,0.210789210789211,"(8,211,22,790)","TRUE","268/1153 (0.232437120555074)",1
"FRMPD3",0.496073106830536,0.115384615384615,0.0878661087866109,"(3,84,23,872)","TRUE","118/1039 (0.113570741097209)",1
"MAGEC1",0.499126275275219,0.111111111111111,0.0851735015772871,"(3,81,24,870)","TRUE","127/1047 (0.121298949379179)",1
"CAMSAP1",0.49914148052939,0.115384615384615,0.0885142255005269,"(3,84,23,865)","TRUE","122/1038 (0.117533718689788)",1
"AGBL1",0.500924080529393,0.115384615384615,0.0888888888888889,"(3,84,23,861)","TRUE","130/1038 (0.1252408477842)",1
"INSR",0.502408282824819,0.0384615384615385,0.0955882352941176,"(1,91,25,861)","TRUE","105/1018 (0.103143418467584)",1
"DENND4A",0.502424638817726,0.0384615384615385,0.0948366701791359,"(1,90,25,859)","TRUE","112/1026 (0.10916179337232)",1
"ABCA4",0.502470046259021,0.0384615384615385,0.0964360587002096,"(1,92,25,862)","TRUE","146/1064 (0.137218045112782)",1
"CEP250",0.502501024666347,0.0384615384615385,0.0968421052631579,"(1,92,25,858)","TRUE","139/1052 (0.13212927756654)",1
"LRPPRC",0.502530088172433,0.0384615384615385,0.095679012345679,"(1,93,25,879)","TRUE","109/1044 (0.104406130268199)",1
"DOCK11",0.502536397672435,0.0384615384615385,0.0964730290456432,"(1,93,25,871)","TRUE","109/1037 (0.105110896817743)",1
"PLIN4",0.502540847510195,0.0384615384615385,0.0942408376963351,"(1,90,25,865)","TRUE","104/1021 (0.101860920666014)",1
"FNIP1",0.502581251396929,0.0384615384615385,0.0969760166840459,"(1,93,25,866)","TRUE","104/1027 (0.10126582278481)",1
"KNTC1",0.502628983607926,0.0384615384615385,0.0936842105263158,"(1,89,25,861)","TRUE","107/1021 (0.104799216454456)",1
"POM121",0.502658406209575,0.0384615384615385,0.0974842767295598,"(1,93,25,861)","TRUE","103/1022 (0.100782778864971)",1
"AATK",0.502660027263431,0.0384615384615385,0.0935856992639327,"(1,89,25,862)","TRUE","113/1027 (0.110029211295034)",1
"CTNNA3",0.502731757348131,0.0384615384615385,0.0935550935550936,"(1,90,25,872)","TRUE","110/1036 (0.106177606177606)",1
"DPP6",0.502743860660989,0.0384615384615385,0.0978947368421053,"(1,93,25,857)","TRUE","107/1015 (0.105418719211823)",1
"CAMSAP2",0.502768567746419,0.0384615384615385,0.0979978925184405,"(1,93,25,856)","TRUE","108/1023 (0.105571847507331)",1
"GRIK2",0.502840199669458,0.0384615384615385,0.0980187695516163,"(1,94,25,865)","TRUE","126/1052 (0.119771863117871)",1
"COBL",0.502880943031717,0.0384615384615385,0.0984126984126984,"(1,93,25,852)","TRUE","113/1021 (0.110675808031342)",1
"ROR2",0.502880943031717,0.0384615384615385,0.0984126984126984,"(1,93,25,852)","TRUE","115/1025 (0.11219512195122)",1
"SCN8A",0.503010478771883,0.0384615384615385,0.092534174553102,"(1,88,25,863)","TRUE","125/1042 (0.119961612284069)",1
"KIF13B",0.503088974567409,0.0384615384615385,0.09865005192108,"(1,95,25,868)","TRUE","118/1045 (0.112918660287081)",1
"GRIK3",0.50312492265265,0.0384615384615385,0.0989473684210526,"(1,94,25,856)","TRUE","110/1025 (0.107317073170732)",1
"RLF",0.503376284007331,0.0384615384615385,0.0995762711864407,"(1,94,25,850)","TRUE","128/1031 (0.124151309408341)",1
"SHROOM2",0.503401592386794,0.0384615384615385,0.0994764397905759,"(1,95,25,860)","TRUE","118/1031 (0.114451988360815)",1
"ROBO3",0.503470867022331,0.0384615384615385,0.0994818652849741,"(1,96,25,869)","TRUE","117/1044 (0.112068965517241)",1
"XIRP1",0.503641452702885,0.0384615384615385,0.1,"(1,95,25,855)","TRUE","127/1036 (0.122586872586873)",1
"A2ML1",0.50410156697383,0.0384615384615385,0.100734522560336,"(1,96,25,857)","TRUE","125/1038 (0.120423892100193)",1
"AEBP1",0.504290666733541,0.0384615384615385,0.101052631578947,"(1,96,25,854)","TRUE","125/1038 (0.120423892100193)",1
"TPO",0.504782239450378,0.0384615384615385,0.101802757158006,"(1,96,25,847)","TRUE","133/1033 (0.128751210067764)",1
"KNDC1",0.504914913198033,0.0384615384615385,0.101890756302521,"(1,97,25,855)","TRUE","132/1042 (0.126679462571977)",1
"ARHGAP23",0.505202250455462,0.0384615384615385,0.102189781021898,"(1,98,25,861)","TRUE","111/1028 (0.107976653696498)",1
"DZIP3",0.505482478018585,0.0384615384615385,0.102645502645503,"(1,97,25,848)","TRUE","114/1019 (0.111874386653582)",1
"COL4A3",0.508157956853149,0.0384615384615385,0.105263157894737,"(1,100,25,850)","TRUE","125/1038 (0.120423892100193)",1
"APC2",0.509555135686527,0.0384615384615385,0.106360792492179,"(1,102,25,857)","TRUE","143/1062 (0.134651600753296)",1
"TRHDE",0.510342918421363,0.0384615384615385,0.10688591983556,"(1,104,25,869)","TRUE","121/1055 (0.114691943127962)",1
"ABCC8",0.513072662502508,0.153846153846154,0.105759162303665,"(4,101,22,854)","TRUE","131/1047 (0.125119388729704)",1
"AOX1",0.513994352957565,0.148148148148148,0.101997896950578,"(4,97,23,854)","TRUE","119/1029 (0.115646258503401)",1
"FLT4",0.514543935503247,0.153846153846154,0.106694560669456,"(4,102,22,854)","TRUE","129/1042 (0.123800383877159)",1
"ARHGEF5",0.518288972539306,0.142857142857143,0.100418410041841,"(4,96,24,860)","TRUE","110/1026 (0.107212475633528)",1
"LAMA4",0.518502840236346,0.142857142857143,0.100518134715026,"(4,97,24,868)","TRUE","119/1042 (0.114203454894434)",1
"CFTR",0.518537192142953,0.153846153846154,0.109014675052411,"(4,104,22,850)","TRUE","139/1049 (0.132507149666349)",1
"ZNF236",0.519335502447938,0.148148148148148,0.105042016806723,"(4,100,23,852)","TRUE","124/1035 (0.119806763285024)",1
"KIAA1549L",0.519694925464914,0.142857142857143,0.101147028154327,"(4,97,24,862)","TRUE","136/1054 (0.129032258064516)",1
"NIPBL",0.520638747917099,0.3,0.245917387127762,"(9,256,21,785)","TRUE","266/1166 (0.228130360205832)",1
"PHIP",0.521504280863168,0.148148148148148,0.106139438085328,"(4,102,23,859)","TRUE","124/1043 (0.11888782358581)",1
"ARAP3",0.52235941644583,0.153846153846154,0.110995850622407,"(4,107,22,857)","TRUE","133/1050 (0.126666666666667)",1
"ABCC12",0.522848191797625,0.148148148148148,0.106806282722513,"(4,102,23,853)","TRUE","119/1031 (0.115421920465567)",1
"COL15A1",0.523272233769566,0.153846153846154,0.111461619348055,"(4,106,22,845)","TRUE","142/1046 (0.135755258126195)",1
"LMTK2",0.523534117462298,0.142857142857143,0.103017689906348,"(4,99,24,862)","TRUE","122/1044 (0.116858237547893)",1
"SHROOM3",0.524234744848622,0.153846153846154,0.111932418162619,"(4,106,22,841)","TRUE","149/1053 (0.141500474833808)",1
"LRP1",0.525884806206796,0.214285714285714,0.287593984962406,"(6,306,22,758)","TRUE","350/1237 (0.282942603071948)",1
